Site,Date,Turbidity,TSS,ChlA,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,FCW_Number,Year,site_code,Lat,Long,location,Campaign,watershed,status,Buffer_Level,Watershed_Level,distance_upstream_km,season,Distance,Xdistance,order
Barnes Meadow Outflow,8/25/21,13,19.96,8.42,6.55,0.49,6.86,441.77,68.56,2.32,0.38,1.23,1.48,7.83,0.04,1.65,0.15,0,8.75,967,2021,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,SUMMER,7,NA,11
Barnes Meadow Reservoir,8/25/21,4.2,7.82,1.91,14.03,0.41,7.15,478.99,80.92,2.64,0.02,1.29,1.63,9.59,0.03,1.79,0.02,0,11.09,968,2021,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,SUMMER,6,7,10
Chambers Inlet,8/25/21,3.5,5.83,0.45,7.02,0.18,7.21,456.88,54.51,1.96,0.04,0.82,1.01,7.33,0.05,0.65,0.12,0,3.46,966,2021,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,SUMMER,3 - CBRI,3,5
Chambers Reservoir,8/25/21,4.25,4.73,0.69,6.61,0.24,6.99,311.07,41.53,1.54,0.03,0.89,1.03,5.2,0.07,0.49,0.03,0,3.41,969,2021,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,SUMMER,4 - CBRR,4,6
Chambers Outflow,8/25/21,2.75,59.42,1.26,6.53,0.23,6.92,359.27,45.5,1.58,0.04,0.91,1.12,5.22,0.04,0.51,0.05,0,3.33,970,2021,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,SUMMER,5 - CHD,5,7
Peterson Outlet,8/25/21,3.5,3.2,2.69,9.31,0.38,6.81,193.7,43.89,1.76,0.08,1.37,0.43,5.97,0.02,0.93,0.41,0,6.83,961,2021,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,999,NA,9
Peterson Reservoir,8/25/21,1.75,2.4,3.03,9.57,0.42,6.73,210.53,41.41,1.72,0.06,1.39,0.42,5.18,0.03,0.97,0.44,0,7.43,962,2021,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,99,NA,8
Joe Wright Reservoir,8/25/21,2.5,1.65,1.51,6.3,0.2,7.16,381.23,48.45,1.44,0.03,0.6,1.21,6.3,0.09,0.47,0.03,0,3.99,965,2021,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,SUMMER,2 - JOER,2,4
Joe Wright Inlet,8/25/21,3,2.41,0.23,5.02,0.23,7.26,482.02,67.53,1.81,0.04,0.55,1.6,8.79,0.14,0.31,0.71,0,7.94,963,2021,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,SUMMER,1 - JOEI,1,3
Long Draw Outlet,8/25/21,3.75,2.02,0.66,5.56,0.28,6.89,344.07,52.14,1.05,0.07,0.58,0.95,7.56,0.25,0.16,0.54,0,7.52,960,2021,LNGO,40.50368571,-105.7709459,Outflow,Longdraw,Long Draw Reservoir,Unburned,0,0,98.705,SUMMER,9,NA,2
Long Draw Reservoir,8/25/21,3.5,0.71,0.47,5.65,0.27,7.03,282.06,50.84,1.1,0.05,0.57,0.97,6.67,0.26,0.19,0.54,0.04,7.57,959,2021,LNGR,40.50087627,-105.7725307,Reservoir,Longdraw,Long Draw Reservoir,Unburned,0,0,100.445,SUMMER,8,6,1
Barnes Meadow Outflow,9/1/21,13,5,1.23,7.02,0.53,6.9,421.2,65.39,2.41,0.31,1.09,1.51,7.33,0.03,1.56,0.22,0,9.36,992,2021,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,SUMMER,7,NA,11
Barnes Meadow Reservoir,9/1/21,4,1.6,0.02,13.96,0.43,7.22,494.3,78.45,2.68,0.04,1.32,1.77,9.66,0.03,1.81,0.03,0,10.23,994,2021,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,SUMMER,6,7,10
Chambers Inlet,9/1/21,4,1.11,0.29,6.83,0.21,7.12,442.21,53.21,1.98,0.03,0.82,1.1,6.98,0.05,0.66,0.09,0,3.45,991,2021,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,SUMMER,3 - CBRI,3,5
Chambers Reservoir,9/1/21,5,0.7,2.6,6.55,0.26,7.02,341.2,43.21,1.55,0.06,0.92,1,5.51,0.07,0.45,0.04,0,3.54,995,2021,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,SUMMER,4 - CBRR,4,6
Chambers Outflow,9/1/21,3,1.21,1.11,6.49,0.24,7.02,355.4,44.31,1.59,0.04,0.94,1.07,5.4,0.04,0.54,0.06,0,3.41,996,2021,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,SUMMER,5 - CHD,5,7
Peterson Outlet,9/1/21,3.7,6.35,2.53,8.67,0.38,7,274,44.78,1.73,0.06,1.38,0.52,5.4,0.03,0.84,0.36,0,6.75,987,2021,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,999,NA,9
Peterson Reservoir,9/1/21,2.5,1.92,3.46,8.23,0.4,6.87,196.75,40.47,1.68,0.08,1.38,0.55,5.23,0.03,0.86,0.39,0,7.23,988,2021,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,99,NA,8
Joe Wright Reservoir,9/1/21,2.5,2.2,1.51,6.21,0.19,7.21,387.54,47.32,1.48,0.02,0.6,1.12,6.31,0.08,0.48,0.04,0,3.71,990,2021,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,SUMMER,2 - JOER,2,4
Joe Wright Inlet,9/1/21,4,NA,0.21,4.93,0.27,7.35,470.45,65.03,1.78,0.03,0.48,1.54,8.4,0.14,0.29,0.58,0,7.8,989,2021,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,SUMMER,1 - JOEI,1,3
Long Draw Outlet,9/1/21,4,14.6,0.97,5.31,0.24,7.04,344.48,52.71,1.02,0.04,0.59,1.01,7.45,0.25,0.17,0.48,0,7.34,986,2021,LNGO,40.50368571,-105.7709459,Outflow,Longdraw,Long Draw Reservoir,Unburned,0,0,98.705,SUMMER,9,NA,2
Long Draw Reservoir,9/1/21,3.75,NA,0.77,5.77,0.28,6.9,299.4,48.71,1.03,0.02,0.6,1.03,6.51,0.3,0.18,0.5,0,7.49,985,2021,LNGR,40.50087627,-105.7725307,Reservoir,Longdraw,Long Draw Reservoir,Unburned,0,0,100.445,SUMMER,8,6,1
Barnes Meadow Outflow,9/8/21,14,NA,4.82,7.85,0.6,6.86,408.09,62.84,2.5,0.33,1.09,1.18,6.37,0.03,1.7,0.09,0,8.57,1005,2021,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,SUMMER,7,NA,11
Barnes Meadow Reservoir,9/8/21,8,NA,2.36,11.86,0.42,6.98,425.66,72.15,2.61,0.3,1.29,1.06,9.74,0.04,1.67,0.08,0.09,8.59,1006,2021,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,SUMMER,6,7,10
Chambers Inlet,9/8/21,3.4,NA,0.37,4.34,0.23,6.99,441.15,53.77,2.12,0.01,0.89,1.29,7.52,0.08,0.7,0.1,0,2.92,1004,2021,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,SUMMER,3 - CBRI,3,5
Chambers Reservoir,9/8/21,5.1,1000.3,0.98,6.65,0.2,6.98,382.51,61.43,1.66,0.01,1.31,1.64,10.32,0.06,1.7,0.03,0,3.4,1007,2021,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,SUMMER,4 - CBRR,4,6
Chambers Outflow,9/8/21,5.6,NA,1.38,5.59,0.19,6.93,402.33,45.38,1.61,0.01,0.88,1.19,5.18,0.03,0.57,0.11,0,3.25,1008,2021,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,SUMMER,5 - CHD,5,7
Peterson Outlet,9/8/21,10,2.06,1.98,5.66,0.35,6.88,289.65,39.54,2.16,0.03,1.28,0.48,4.45,0.03,1.13,0.11,0,4.65,999,2021,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,999,NA,9
Peterson Reservoir,9/8/21,9.8,2,1.59,7.14,0.46,6.8,186.51,37.03,1.68,0.04,1.31,0.44,3.85,0.03,1.02,0.08,0,7.63,1000,2021,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,99,NA,8
Joe Wright Reservoir,9/8/21,3.5,1.2,1.21,4.57,0.19,6.97,373.4,50.97,1.49,0,0.64,1.36,7.02,0.11,0.48,0.03,0,3.91,1003,2021,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,SUMMER,2 - JOER,2,4
Joe Wright Inlet,9/8/21,3,NA,0.14,4.1,0.18,7.09,647.17,68.14,2.67,0.01,0.62,1.23,7.38,0.12,1.39,0.22,0,4.11,1002,2021,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,SUMMER,1 - JOEI,1,3
Long Draw Outlet,9/8/21,7,2.65,1.2,4.38,0.29,6.93,296.38,51.7,1.1,0.04,0.58,0.9,6.92,0.27,0.16,0.46,0,8.52,998,2021,LNGO,40.50368571,-105.7709459,Outflow,Longdraw,Long Draw Reservoir,Unburned,0,0,98.705,SUMMER,9,NA,2
Long Draw Reservoir,9/8/21,6,0.6,1.07,5.37,0.3,6.96,273.78,43.22,1.09,0.03,0.58,0.92,5.04,0.28,0.17,0.47,0,8.58,997,2021,LNGR,40.50087627,-105.7725307,Reservoir,Longdraw,Long Draw Reservoir,Unburned,0,0,100.445,SUMMER,8,6,1
Barnes Meadow Outflow,9/15/21,10,5.8,1.16,6.53,0.58,7.05,407.25,64.67,2.53,0.38,1.44,1.17,6.64,0.05,1.69,0.17,0,7.93,1053,2021,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,SUMMER,7,NA,11
Barnes Meadow Reservoir,9/15/21,5.4,6.12,3.2,6.29,0.31,7.27,457.45,73.96,2.62,0,1.39,1.08,9,0.06,1.72,0.01,0,11.09,1054,2021,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,SUMMER,6,7,10
Chambers Inlet,9/15/21,5.5,1.93,0.58,4.51,0.21,7.15,345.49,48.1,1.58,0.01,0.76,1.4,6.45,0.08,0.64,0.22,0,3.37,1051,2021,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,SUMMER,3 - CBRI,3,5
Chambers Reservoir,9/15/21,5.8,1.12,1.08,5.66,0.2,7.24,379.9,42.71,1.72,0.04,0.93,1.01,4.2,0.07,0.87,0.1,0,3.32,1055,2021,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,SUMMER,4 - CBRR,4,6
Chambers Outflow,9/15/21,3.8,NA,1.37,4.55,0.2,7.27,411.76,52.83,1.73,0,0.95,1.08,5.47,0.07,0.59,0.07,0,3.3,1056,2021,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,SUMMER,5 - CHD,5,7
Peterson Outlet,9/15/21,13.5,5.96,1.64,4.21,0.31,7.18,338.97,47.43,2.52,0.13,1.45,0.55,4.72,0.05,1.17,0.16,0,4.23,1047,2021,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,999,NA,9
Peterson Reservoir,9/15/21,9,5.34,1.03,4.81,0.43,6.95,200.06,39.13,1.86,0.13,1.45,0.56,3.2,0.03,1.16,0.12,0,7.91,1048,2021,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,99,NA,8
Joe Wright Reservoir,9/15/21,4.1,0.2,1.75,3.27,0.16,7.16,370.39,52.16,1.57,0.05,0.74,1.53,7,0.1,0.52,0.04,0,3.98,1050,2021,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,SUMMER,2 - JOER,2,4
Joe Wright Inlet,9/15/21,2.5,0.6,0.16,4,0.12,7.63,644.45,71.18,3.24,0.01,0.75,1.69,7.01,0.1,1.98,0.16,0,3.36,1049,2021,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,SUMMER,1 - JOEI,1,3
Long Draw Outlet,9/15/21,6.7,1.49,1.8,3.89,0.24,7.05,292.56,49.26,1.17,0.03,0.66,0.85,6.03,0.27,0.18,0.39,0,8.76,1046,2021,LNGO,40.50368571,-105.7709459,Outflow,Longdraw,Long Draw Reservoir,Unburned,0,0,98.705,SUMMER,9,NA,2
Long Draw Reservoir,9/15/21,5.2,1.73,1.49,4.56,0.3,7.03,294.03,48.97,1.23,0.05,0.68,0.84,5.54,0.27,0.18,0.42,0,8.8,1045,2021,LNGR,40.50087627,-105.7725307,Reservoir,Longdraw,Long Draw Reservoir,Unburned,0,0,100.445,SUMMER,8,6,1
Comanche Inflow,9/21/21,2.1,0.38,0.17,2.34,0.19,6.95,211.21,28.83,2.06,0.02,0.38,0.61,3.14,0.02,0.4,0.49,0,1.96,1063,2021,COMI,40.5858963,-105.6626,Inflow,South Fork,Comanche Reservoir,Burned,0.455764411,0.173174601,72.236,SUMMER,11 - COMI,12,12
Comanche Outflow,9/21/21,10,4.9,2.68,2.45,0.24,6.74,253.07,35.43,2.32,0.01,0.49,0.64,3.95,0.03,0.45,0.21,0,2.36,1066,2021,COMO,40.5846048,-105.6440011,Outflow,South Fork,Comanche Reservoir,Burned,0.455764411,0.249668325,61.499,SUMMER,13 - COMO,14,14
Comanche Reservoir,9/21/21,10.1,2.5,0.68,1.96,0.17,7.32,376.72,35.7,2.34,0.02,0.47,0.46,2.56,0.03,0.46,0.15,0,2.47,1064,2021,COMR,40.5853086,-105.6455009,Reservoir,South Fork,Comanche Reservoir,Burned,0.455764411,0.249668325,70.774,SUMMER,12 - COMR,13,13
Hourglass Inflow,9/21/21,2.1,0.1,0.18,1.04,0.26,6.57,142.36,19.34,1.51,0.03,0.36,0.33,1.65,0.02,0.25,0.6,0,1.48,1065,2021,HORI,40.5805091,-105.6409321,Inflow,South Fork,Hourglass Reservoir,Burned,0.400968679,0.050851143,61.499,SUMMER,14 - HORI,15,15
Hourglass Outflow,9/21/21,3.1,2.5,2.69,0.99,0.16,6.59,164.89,19.83,1.37,0.04,0.39,0.38,1.85,0.04,0.22,0.15,0,1.64,1068,2021,HORO,40.5828742,-105.6309523,Outflow,South Fork,Hourglass Reservoir,Burned,0.400968679,0.101627306,61.499,SUMMER,16 - HORO,17,17
Hourglass Reservoir,9/21/21,3.5,0.58,3.02,1.51,0.16,6.57,160.61,19.82,1.38,0.01,0.38,0.27,1.64,0.04,0.21,0.13,0,1.62,1067,2021,HORR,40.582032,-105.6314023,Reservoir,South Fork,Hourglass Reservoir,Burned,0.400968679,0.101627306,61.499,SUMMER,15 - HORR,16,16
Barnes Meadow Outflow,9/22/21,6.6,NA,0.96,6.96,0.57,7,317.14,51.09,2.39,0.34,1.18,1.09,4.31,0.07,1.91,0.06,0,6.53,1093,2021,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,SUMMER,7,NA,11
Barnes Meadow Reservoir,9/22/21,4,NA,3.47,7.6,0.3,7.12,440.88,75.08,2.52,0.02,1.26,1.1,8.82,0.05,1.82,0,0,11.06,1094,2021,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,SUMMER,6,7,10
Chambers Inlet,9/22/21,4,NA,0.92,4.61,0.2,7.02,334.98,46.96,1.58,0.01,0.71,1.33,6.56,0.08,0.63,0.21,0,3.38,1092,2021,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,SUMMER,3 - CBRI,3,5
Chambers Reservoir,9/22/21,3.6,NA,0.91,5.51,0.18,7.13,393.6,43.34,1.6,0.02,0.83,0.99,4.04,0.07,0.63,0.04,0,3.48,1095,2021,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,SUMMER,4 - CBRR,4,6
Chambers Outflow,9/22/21,3.5,NA,1.47,4.31,0.18,7.07,386.35,43.05,1.62,0.06,0.84,1,5.21,0.07,0.64,0,0,3.63,1096,2021,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,SUMMER,5 - CHD,5,7
Peterson Outlet,9/22/21,10.5,NA,3.55,4.06,0.32,7.04,338.97,42.77,2.6,0.06,1.41,0.47,3.68,0.06,1.33,0.13,0,3.75,1088,2021,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,999,NA,9
Peterson Reservoir,9/22/21,7.4,NA,1.12,4.73,0.52,6.8,200.15,37.59,1.79,0.13,1.43,0.52,3.12,0.03,1.07,0.12,0,7.84,1089,2021,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,99,NA,8
Joe Wright Reservoir,9/22/21,2.8,NA,1.77,3.34,0.15,7.05,355.97,49.47,1.55,0.01,0.67,1.45,7.06,0.1,0.51,0.06,0,3.99,1091,2021,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,SUMMER,2 - JOER,2,4
Joe Wright Inlet,9/22/21,2.3,NA,0.1,4.05,0.13,7.33,691.02,71.48,3.34,0.02,0.66,1.65,6.98,0.09,2.12,0.2,0,3.22,1090,2021,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,SUMMER,1 - JOEI,1,3
Long Draw Outlet,9/22/21,6,NA,2.57,3.77,0.23,6.96,309.08,49.74,1.23,0.06,0.64,0.87,6.41,0.27,0.18,0.3,0,8.44,1086,2021,LNGO,40.50368571,-105.7709459,Outflow,Longdraw,Long Draw Reservoir,Unburned,0,0,98.705,SUMMER,9,NA,2
Long Draw Reservoir,9/22/21,5.5,NA,2.27,4.31,0.28,6.97,309.51,48.47,1.21,0.03,0.65,0.9,5.66,0.27,0.17,0.31,0,8.41,1085,2021,LNGR,40.50087627,-105.7725307,Reservoir,Longdraw,Long Draw Reservoir,Unburned,0,0,100.445,SUMMER,8,6,1
Barnes Meadow Outflow,9/28/21,9.3,NA,2.05,6.11,0.6,7.03,349.87,56.95,2.4,0.28,1.29,1.07,5.01,0.05,1.74,0.04,0,7.73,1105,2021,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,FALL,7,NA,11
Barnes Meadow Reservoir,9/28/21,3.2,NA,3.1,7.33,0.3,7.18,457.34,68.84,2.65,0.02,1.32,1.01,8.11,0.05,1.95,0.02,0,11.2,1106,2021,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,FALL,6,7,10
Chambers Inlet,9/28/21,3.6,NA,1.18,4.33,0.18,6.98,343.68,48.86,1.46,0.03,0.68,1.34,6.72,0.08,0.58,0.15,0,3.36,1104,2021,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,FALL,3 - CBRI,3,5
Chambers Reservoir,9/28/21,5,NA,0.72,5.22,0.17,7.08,391.67,43.46,1.57,0.04,0.83,0.93,4.43,0.07,0.61,0.01,0,3.58,1107,2021,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,FALL,4 - CBRR,4,6
Chambers Outflow,9/28/21,3.1,NA,1.15,4.22,0.19,7.02,402.75,42.77,1.6,0.03,0.85,0.95,4.46,0.07,0.61,0.02,0,3.61,1108,2021,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,FALL,5 - CHD,5,7
Peterson Outlet,9/28/21,11.5,NA,3.25,4.06,0.31,7.12,335.4,42.07,2.6,0.09,1.3,0.47,3.53,0.05,1.33,0.02,0.03,3.79,1099,2021,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,FALL,999,NA,9
Peterson Reservoir,9/28/21,9.3,NA,0.8,5.22,0.49,6.77,181.45,39.35,1.68,0.13,1.33,0.53,3.95,0.05,1.05,0.09,0,7.93,1100,2021,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,FALL,99,NA,8
Joe Wright Reservoir,9/28/21,2.5,NA,1.45,3.51,0.15,6.98,361.96,50.49,1.43,0.02,0.64,1.41,6.93,0.1,0.51,0.01,0,3.85,1103,2021,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,FALL,2 - JOER,2,4
Joe Wright Inlet,9/28/21,2,NA,0.5,3.89,0.14,7.49,713.06,68.41,3.64,0.03,0.62,1.49,6.14,0.1,1.97,0.1,0,2.76,1101,2021,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,FALL,1 - JOEI,1,3
