Site,site_code,Date,Lat,Long,watershed,Watershed_Level,status,Turbidity,TSS,ChlA,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,DOC,DTN
Poudre Above North Fork,PNF,2021-04-19,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.63,700.11,98.59,4.34,0.01,1.06,1.98,10.54,0.11,2.96,0.42,0,5.3,4.31,0.26
Poudre Below S. Fork,PSF,2021-04-19,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.5,480.83,58.53,2.74,0.11,0.98,1.8,6.02,0.1,1.38,0.14,0,3.33,3.87,0.2
Poudre South Fork,SFM,2021-04-19,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.28,381.79,48.37,2.87,0.01,0.79,1.28,4.79,0.08,0.78,0.57,0,3.75,3.63,0.36
Poudre Above Joe Wright,PJW,2021-04-26,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,NA,0,NA,6.97,340.96,40.27,2.1,0.01,0.99,1.07,3.98,0.1,0.71,0.34,0,2.27,4.37,0.65
JWC-Joe Wright @ Aspen Glen Campground,JWC,2021-04-26,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.2,537.61,54.07,1.75,0.02,0.81,1.34,5.79,0.05,0.92,0.06,0,2.5,3.6,0.24
Poudre Below Rustic,PBR,2021-04-26,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.63,623.79,63.29,2.78,0.01,0.91,1.82,5.35,0.06,1.38,0.12,0,2.91,3.78,0.22
Poudre Above North Fork,PNF,2021-04-26,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.48,708.45,97.46,4.25,0.01,1.01,1.92,10.55,0.1,3.01,0.48,0,5.34,5.58,0.33
Poudre Below S. Fork,PSF,2021-04-26,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.55,484.99,58.75,2.94,0.01,0.84,1.78,5.95,0.11,1.45,0.12,0,3.2,4.48,0.22
Poudre South Fork,SFM,2021-04-26,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.25,382.84,51.62,2.91,0.01,0.86,1.24,4.88,0.07,0.8,0.59,0,3.65,4.62,0.4
Poudre Above Joe Wright,PJW,2021-05-03,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,3,3,NA,7.07,269.79,56.5,1.85,0.01,0.87,1.01,4.32,0.07,1.83,0.62,0,13.13,6.62,0.53
JWC-Joe Wright @ Aspen Glen Campground,JWC,2021-05-03,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.28,501.23,80.42,1.49,0.02,0.94,1.42,7.23,0.07,4.73,0.16,0,14.47,5.85,0.8
Poudre Below Rustic,PBR,2021-05-03,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.3,475.88,73.28,2.4,0.01,0.88,1.74,6.2,0.08,2.45,0.48,0,14.19,6.4,0.51
Poudre Above North Fork,PNF,2021-05-03,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.41,568.64,95.41,3.22,0.01,0.95,1.93,10.29,0.17,5.02,0.58,0,12.1,7.51,0.48
Poudre Below S. Fork,PSF,2021-05-03,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.35,514.77,72.28,2.54,0.02,0.87,1.69,6.09,0.11,2.26,0.5,0,12.9,7,0.45
Poudre South Fork,SFM,2021-05-03,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.17,386.67,61.05,1.8,0.01,0.74,1.29,5.01,0.14,1.94,0.45,0,11.58,7.41,0.5
Poudre Above Joe Wright,PJW,2021-05-10,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,2.4,2,NA,7.27,259.18,53.96,1.44,0.03,0.74,1.04,4.77,0.07,1.38,0.69,0.05,11.89,5.99,0.46
JWC-Joe Wright @ Aspen Glen Campground,JWC,2021-05-10,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.59,520.87,90.36,1.33,0.02,1.09,1.56,9.9,0.06,4.68,0.07,0.04,13.79,5.98,0.46
Poudre Below Rustic,PBR,2021-05-10,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.55,480.16,74.17,2.32,0.02,0.84,1.55,6.18,0.07,3.01,0.48,0.06,13.8,5.82,0.38
Poudre Above North Fork,PNF,2021-05-10,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.46,639.51,87.2,1.98,0.01,0.9,1.76,7.09,0.16,4.54,0.57,0.05,12.23,6.43,0.43
Poudre Below S. Fork,PSF,2021-05-10,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.29,484.91,70.93,1.99,0.02,0.83,1.58,6.22,0.1,2.01,0.47,0.07,12.95,5.68,0.39
Poudre South Fork,SFM,2021-05-10,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,8.04,483.69,59.35,1.76,0.02,0.68,1.31,5.08,0.13,1.46,0.41,0.07,10.98,6.58,0.53
Poudre above Joe Wright,PJW,2021-05-17,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,2.5,8.91,NA,7.13,204.82,47.86,1.15,0.03,0.82,1.14,4.83,0.05,1.16,0.71,0.03,10.62,5.97,0.43
JWC-Joe Wright @ Aspen Glen Campground,JWC,2021-05-17,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.46,462.82,88.69,2.37,0.01,1.02,1.64,7.61,0.05,4.42,0.04,0.03,19.48,7.79,0.3
Poudre Below Rustic,PBR,2021-05-17,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.31,379.75,65.89,1.93,0.03,0.98,1.54,6.12,0.06,1.93,0.3,0.03,11.79,5.74,0.41
Poudre Above North Fork,PNF,2021-05-17,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.48,489.53,73.92,2.21,0.02,0.98,1.74,6.96,0.12,2.92,0.39,0,11.07,6.34,0.39
Poudre Below S. Fork,PSF,2021-05-17,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.36,383.2,65.93,1.85,0.02,0.97,1.59,6.18,0.08,1.98,0.28,0,11.25,6.21,0.37
Poudre South Fork,SFM,2021-05-17,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.21,290.74,51.9,1.7,0.02,0.82,1.32,4.99,0.11,1.12,0.36,0.03,9.33,7.17,0.44
Poudre Above Joe Wright,PJW,2021-05-24,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,1.5,4.1,NA,6.89,215.62,40.11,1.33,0.06,0.88,1.02,4.49,0.06,0.69,0.79,0,6.43,7.71,0.5
Poudre Below Rustic,PBR,2021-05-24,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.07,319.19,59.85,2.07,0.08,1.06,1.51,6.39,0.06,1.39,0.49,0,8.12,5.98,0.4
Poudre Above North Fork,PNF,2021-05-24,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.91,517.13,72.27,2.69,0.03,1.03,1.75,7.3,0.08,1.94,0.49,0,8.14,7.22,0.47
Poudre Below S. Fork,PSF,2021-05-24,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.09,330.56,56.35,2.22,0.06,1.02,1.56,6.49,0.06,1.1,0.47,0,8.02,6.45,0.42
Poudre South Fork,SFM,2021-05-24,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.02,263.62,44.81,2.05,0.04,0.85,1.23,4.89,0.09,0.74,0.43,0,6.67,8.34,0.42
Poudre above Joe Wright,PJW,2021-06-01,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,2.4,0,NA,7.05,135.12,27.16,1.19,0.02,0.66,0.78,3.58,0.05,0.53,0.51,0,4.18,7.99,0.47
JWC-Joe Wright @ Aspen Glen Campground,JWC,2021-06-01,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.29,474.41,62.97,1.85,0.04,1.03,1.44,7.12,0.04,1.07,0.21,0,7.23,5.26,0.41
Poudre Below Rustic,PBR,2021-06-01,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.11,290.44,46.04,1.76,0.03,0.81,1.18,4.96,0.05,1.38,0.23,0,5.47,6.4,0.41
Poudre Above North Fork,PNF,2021-06-01,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.19,435.65,57.47,2.4,0.03,0.82,1.45,6,0.08,1.54,0.24,0,5.72,6.26,0.38
Poudre Below S. Fork,PSF,2021-06-01,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.17,319.6,46.87,1.99,0.02,0.82,1.28,5.22,0.06,1.44,0.21,0,5.67,6.14,0.38
Poudre South Fork,SFM,2021-06-01,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7,225.56,37.69,1.9,0.01,0.65,0.96,3.9,0.09,0.9,0.26,0,4.78,6.87,0.42
Joe Wright Reservoir,JOER,2021-06-02,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,NA,0,0.37,7.01,379.11,43.77,1.41,0.05,0.63,1.27,5.85,0.06,0.72,0.1,0,3.6,3.05,0.39
Poudre Above Joe Wright,PJW,2021-06-07,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,4.75,NA,NA,6.67,138.15,26.6,1.07,0.03,0.51,0.59,3.36,0.08,0.38,0.59,0,3,7.14,0.59
JWC-Joe Wright @ Aspen Glen Campground,JWC,2021-06-07,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,6.93,374.62,54.05,1.61,0.05,0.92,1.26,6.3,0.04,0.9,0.26,0,6.03,4.05,0.52
Poudre Below Rustic,PBR,2021-06-07,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,6.85,224.31,36.4,1.51,0.03,0.66,0.92,3.99,0.06,0.69,0.34,0,4.1,5.69,0.48
Poudre Above North Fork,PNF,2021-06-07,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,6.84,283.3,43.52,1.92,0.03,0.7,1.08,4.58,0.08,1.13,0.39,0,4.18,6.5,0.56
Poudre Below S. Fork,PSF,2021-06-07,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,6.83,239.44,39.37,1.62,0.03,0.68,0.93,4.04,0.07,0.75,0.33,0,4.05,6.53,0.62
Poudre South Fork,SFM,2021-06-07,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,6.69,156.73,25.64,1.31,0.03,0.49,0.59,2.55,0.09,0.46,0.34,0,2.8,7.5,0.48
Joe Wright Reservoir,JOER,2021-06-09,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,3,1,0.47,6.97,371.16,45.22,1.41,0,0.59,1.26,5.83,0.03,0.53,0.04,0,3.22,3.61,0.34
Joe Wright Reservoir,JOER,2021-06-16,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,2.5,1.01,0.63,6.74,339.54,43.21,1.33,0.03,0.61,1.21,5.49,0.07,0.58,0.05,0,3.23,3.76,0.32
Poudre Above Joe Wright,PJW,2021-06-21,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,2.1,2.9,NA,6.67,188,29.52,1.08,0.02,0.47,0.72,3.91,0.07,0.23,0.53,0,3.03,4.52,0.4
JWC-Joe Wright @ Aspen Glen Campground,JWC,2021-06-21,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,6.86,318.68,45.13,1.41,0.04,0.84,1.12,5.9,0.05,0.73,0.14,0,4.57,3.87,0.33
Poudre Below Rustic,PBR,2021-06-21,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,6.82,267.52,38.75,1.48,0.03,0.64,1.01,4.99,0.09,0.53,0.23,0,3.49,3.92,0.34
Poudre Above North Fork,PNF,2021-06-21,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,6.86,301.74,45.19,1.88,0.05,0.64,1.13,5.33,0.14,0.92,0.2,0,3.47,4.13,0.36
Poudre Below S. Fork,PSF,2021-06-21,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,6.77,272.07,36.56,1.5,0.04,0.58,0.95,4.56,0.1,0.53,0.19,0,3.17,4.44,0.56
Poudre South Fork,SFM,2021-06-21,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,6.54,145.61,22.47,1.33,0.03,0.35,0.56,2.59,0.16,0.29,0.21,0,1.7,4.19,0.33
Joe Wright Reservoir,JOER,2021-06-23,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,1.5,1.5,NA,7.13,335.87,41.91,1.21,0.02,0.55,1.07,5.27,0.05,0.49,0.01,0,2.98,3.51,0.3
Joe Wright Reservoir,JOER,2021-06-30,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,11.5,2.2,0.89,7.08,394.74,46.72,1.35,0.01,0.6,1.17,5.64,0.11,0.52,0.01,0,3.06,3.64,0.73
Poudre Below Rustic,PBR,2021-07-01,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.07,290.33,40.14,1.53,0.02,0.61,1.06,5.17,0.05,0.54,0.12,0,3.52,4.34,1.71
Poudre Below S. Fork,PSF,2021-07-01,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.65,902.21,83.88,1.42,0.16,1.67,1.53,11.89,0.06,0.59,0.65,0.34,3.97,7.6,2.3
Poudre South Fork,SFM,2021-07-01,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.11,715.76,79.71,1.54,0.08,1.92,1.59,10.26,0.08,0.57,1,0.3,3.76,9.63,2.49
Poudre South Fork,SFM,2021-07-01,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,6.94,671.56,71.12,1.66,0.08,1.83,1.45,10.51,0.08,0.52,0.76,0.14,3.77,8.46,1.41
Poudre Below Rustic,PBR,2021-07-02,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.14,355.45,45.65,1.59,0.04,0.65,1.1,5.6,0.06,0.56,0.13,0,3.74,3.5,0.94
Poudre Above North Fork,PNF,2021-07-02,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.06,338.48,35.19,2.27,0.04,0.39,1.08,3.27,0.15,0.91,0.32,0,1.78,4.19,0.97
Poudre South Fork,SFM,2021-07-02,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.16,481.75,47.16,1.7,0.06,0.59,0.81,6.28,0.07,0.33,0.34,0,2.2,4.74,0.99
Joe Wright Reservoir,JOER,2021-07-07,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,11,0.6,0.69,6.99,321.8,43.86,1.43,0.03,0.57,1.18,5.5,0.09,0.47,0.01,0,3.24,3.28,0.27
Joe Wright Reservoir,JOER,2021-07-14,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,1.5,NA,1.43,7.11,316.98,45.57,1.57,0.03,0.57,1.29,6.03,0.05,0.55,0.01,0,3.39,3.16,0.18
Poudre Below Rustic,PBR,2021-07-21,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.21,778.07,107.89,1.87,0.12,2.24,2.34,16.25,0.1,0.92,1.22,0.41,5.18,14.77,0.92
Poudre Below Rustic,PBR,2021-07-21,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.18,525.9,53.99,1.82,0.03,0.66,1.38,5.17,0.06,0.52,0.16,0,4.81,12.66,0.66
Poudre Below S. Fork,PSF,2021-07-21,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.38,452.1,52.6,1.82,0.03,0.95,1.1,6.81,0.06,0.52,0.17,0,3.37,20.77,0.95
Poudre Below S. Fork,PSF,2021-07-21,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.24,656.29,68.4,1.89,0.13,1.49,1.56,8.76,0.08,0.8,0.87,0.23,4.74,14.99,0.79
Poudre Above Joe Wright,PJW,2021-07-26,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,3.5,8,NA,6.97,234.4,46.54,1.38,0.05,0.56,1.18,6.68,0.06,0.41,0.6,0,6.34,6.52,0.53
JWC-Joe Wright @ Aspen Glen Campground,JWC,2021-07-26,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.07,356.61,43.72,1.49,0.06,0.63,1.06,5.1,0.04,0.53,0.12,0,3.44,6.54,0.42
Poudre Below Rustic,PBR,2021-07-26,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.18,393.74,51.66,1.82,0.05,0.74,1.38,6.29,0.11,0.65,0.41,0,4.94,7.74,0.48
Poudre Above North Fork,PNF,2021-07-26,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.19,479.02,61.84,2.4,0.03,0.84,1.64,4.4,0.13,1.3,0.37,0,4.87,9.05,0.53
Poudre Below S. Fork,PSF,2021-07-26,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.18,425.63,59.89,2.03,0.04,0.74,1.43,6.29,0.08,0.75,0.4,0,4.72,7.82,0.44
Poudre South Fork,SFM,2021-07-26,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.06,277.2,35.51,2.09,0.02,0.42,0.98,3.94,0.06,0.37,0.21,0,2.3,6.23,0.36
Joe Wright Reservoir,JOER,2021-07-28,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,2.75,0,0.51,7.08,320.99,42.81,1.48,0.03,0.55,1.11,5.88,0.04,0.51,0.01,0,3.12,6.74,0.17
Joe Wright Reservoir,JOER,2021-08-04,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,2.5,NA,0.83,7.04,324.09,40.82,1.39,0.01,0.62,0.9,5.25,0.09,0.47,0.02,0,3.83,6.85,0.17
JWC-Joe Wright @ Aspen Glen Campground,JWC,2021-08-04,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.03,343.61,46.63,1.62,0.07,0.74,1.11,5.56,0.05,0.66,0.56,0,3.54,7.25,0.25
Poudre Below Rustic,PBR,2021-08-04,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.08,352.45,46.69,1.7,0.03,0.88,1.21,5.8,0.04,0.72,0.95,0,3.89,11.96,0.59
Poudre Below S. Fork,PSF,2021-08-04,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.17,452.62,57.34,1.72,0.01,1.1,1.2,5.83,0.09,0.73,0.77,0,4.06,11.41,0.52
Poudre South Fork,SFM,2021-08-04,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.05,318.47,37.89,1.89,0.04,0.59,0.93,4.11,0.04,0.42,0.37,0,2.33,11.13,0.58
Joe Wright Reservoir,JOER,2021-08-11,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,3,NA,0.83,7.16,376.78,45.27,1.46,0.02,0.65,1.27,6.38,0.1,0.45,0.01,0,3.87,6.55,0.29
Joe Wright Reservoir,JOER,2021-08-18,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,4.35,1,1.19,6.98,394.72,49.08,1.49,0.04,0.67,1.31,6.55,0.12,0.45,0.02,0,4.02,6.61,0.18
Poudre Above Joe Wright,PJW,2021-08-23,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,4,0.54,NA,6.94,272.95,40.79,1.37,0.05,0.63,0.96,4.92,0.07,0.36,0.7,0,5,6.2,0.3
JWC-Joe Wright @ Aspen Glen Campground,JWC,2021-08-23,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7,371.61,45.08,1.81,0.07,0.73,1.05,5.53,0.04,0.65,0.36,0,2.18,6.99,0.2
Poudre Below Rustic,PBR,2021-08-23,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.08,416.18,52.37,2.1,0.05,0.81,1.23,6.24,0.04,0.79,0.36,0,3.97,7.17,0.25
Poudre Above North Fork,PNF,2021-08-23,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.2,433.66,55.53,2.39,0.03,0.92,1.61,6.32,0.12,1.01,0.23,0,4.69,7.81,0.5
Poudre Below S. Fork,PSF,2021-08-23,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.07,290.51,41.21,2.86,0.13,0.93,0.85,3.59,0.08,1.5,0.26,0,3.7,7.3,0.22
Poudre South Fork,SFM,2021-08-23,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,6.99,334.67,38.55,2.34,0.05,0.65,0.93,3.96,0.04,0.49,0.3,0,1.61,7.09,0.24
Joe Wright Reservoir,JOER,2021-08-25,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,2.5,1.65,1.51,7.16,381.23,48.45,1.44,0.03,0.6,1.21,6.3,0.09,0.47,0.03,0,3.99,6.3,0.2
Joe Wright Reservoir,JOER,2021-09-01,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,2.5,2.2,1.51,7.21,387.54,47.32,1.48,0.02,0.6,1.12,6.31,0.08,0.48,0.04,0,3.71,6.21,0.19
Joe Wright Reservoir,JOER,2021-09-08,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,3.5,1.2,1.21,6.97,373.4,50.97,1.49,0,0.64,1.36,7.02,0.11,0.48,0.03,0,3.91,4.57,0.19
Joe Wright Reservoir,JOER,2021-09-15,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,4.1,0.2,1.75,7.16,370.39,52.16,1.57,0.05,0.74,1.53,7,0.1,0.52,0.04,0,3.98,3.27,0.16
Joe Wright Reservoir,JOER,2021-09-22,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,2.8,NA,1.77,7.05,355.97,49.47,1.55,0.01,0.67,1.45,7.06,0.1,0.51,0.06,0,3.99,3.34,0.15
Joe Wright Reservoir,JOER,2021-09-28,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,2.5,NA,1.45,6.98,361.96,50.49,1.43,0.02,0.64,1.41,6.93,0.1,0.51,0.01,0,3.85,3.51,0.15
Poudre Above Joe Wright,PJW,2021-10-08,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,2.6,2.92,NA,7.16,341.42,43.78,1.38,0.04,0.58,0.91,4.45,0.06,0.4,0.63,0,4.93,4.99,0.3
JWC-Joe Wright @ Aspen Glen Campground,JWC,2021-10-08,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.28,458.66,47.75,1.85,0.06,0.75,1.03,5.44,0.04,0.64,0.27,0,2,5.22,0.21
Poudre Below Rustic,PBR,2021-10-08,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.54,547.39,56.18,2.05,0.03,0.82,1.08,5.8,0.04,0.81,0.34,0,4,6.01,0.28
Poudre Above North Fork,PNF,2021-10-08,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.61,514.88,57.4,2.44,0.03,0.84,1.52,4.55,0.11,1.21,0.22,0,4.56,3.51,0.52
Poudre Below S. Fork,PSF,2021-10-08,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.58,360.67,43.05,2.31,0.03,0.93,0.89,3.67,0.07,1.41,0.35,0,3.9,6.34,0.21
Poudre South Fork,SFM,2021-10-08,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.26,454.81,43.97,2.21,0.04,0.61,0.9,3.8,0.04,0.51,0.3,0,1.73,6.51,0.29
Joe Wright Reservoir,JOER,2021-10-13,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,4.5,12.68,2.78,7.18,394.35,51.46,1.5,0.01,0.63,1.44,6.59,0.09,0.57,0.01,0,3.87,3.23,0.15
Joe Wright Reservoir,JOER,2021-10-26,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,4,109.63,2.24,6.99,423.31,50.32,1.52,0.01,0.69,1.42,6.27,0.15,0.56,0.05,0,3.93,4.01,0.14
Poudre Above Joe Wright,PJW,2021-11-05,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,NA,2.89,NA,7.45,273.76,35.64,2.1,0.02,0.64,0.61,2.6,0.05,0.83,1.24,0,3.69,2.82,0.47
JWC-Joe Wright @ Aspen Glen Campground,JWC,2021-11-05,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.25,467.04,47.29,1.94,0.05,0.9,0.74,3.69,0.07,1.04,0.15,0,4.25,3.76,0.2
Poudre Below Rustic,PBR,2021-11-05,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.35,396.57,53.84,3.7,0.03,1.04,1.16,4.25,0.05,1.69,0.35,0,4.75,4.06,0.25
Poudre Above North Fork,PNF,2021-11-05,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.6,563.48,61.47,2.46,0.01,1.09,1.84,4.46,0.16,1.08,0.07,0,5.53,4.51,0.18
Poudre Below S. Fork,PSF,2021-11-05,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.51,381.79,51.52,3.76,0.02,0.95,1.11,4.14,0.09,1.63,0.23,0,4.59,3.9,0.2
Poudre South Fork,SFM,2021-11-05,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.59,359.06,39.13,3.22,0.01,0.6,0.71,2.6,0.08,0.69,0.52,0,2.95,2.81,0.26
Poudre Above Joe Wright,PJW,2021-11-29,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.34,284.01,39.08,2.83,0.04,0.67,0.66,2.91,0.08,0.82,1.63,0,3.7,2.68,0.52
