IDNo,Era,FCW,EraSamp,NewEra,Proj_General,ProjID,Proj_Specific,Storm,Site,SiteDescr,SiteLabel,BurnClass,DwnStrm,VAR00017,Area_ha,Burn_ha,BurnPer,HiPer,HiModPer,FishTrib,SiteType,SiteCode,CP_ISCOs,FishISCO,CP_CoreTrib,CP_PreTrib,PreCP_Period,PrePostTrib,CLP_UPDwn,Trt_CP,CP_TrtID,PrePost_CP,PrePost_ID,Trt_Cit,PrePost_Cit,HighPk_trt,HighPk_prepost,Date,Month,Season,Year,Time,ISCOEVENT,Bottle,Duration,LocType,EventType,SampleType,SampleTypeID,Temp,Stage_PBR_ft,Q_cfs,Turbidity,Turbidity,TSS,Zerod_TSS,ChlA,Al_ppm,Si_ppm,P_ppm,Mn_ppb,Fe_ppb,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,NO3N,NH4N,DIN,DON,ANC_A,H,Ca_A,Mg_A,Na_A,K_A,NH4_A,F_A,CL_A,NO3_A,PO4_A,SO4_A,ANIONS,CATIONS,ION,DIFF,BASES,ACIDS,ALK,ION_A,DIFF_A,COND,COND_A,LABNOTES,BOTTLENOTES,Collector,Outlier,Outlier_Comm,VAR00010,VAR00011,V91,V92,TSS_NOTES,filter_$
HPW 112,HPW,#NULL!,112,#NULL!,HIGHPK,3,,#NULL!,Skin,,SKIN,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,26-Aug-14,8,2,2014,9:53:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,15,#NULL!,#NULL!,#NULL!,,,,,,,,,,2.8,0.54,7.99,1650.61,212,9.42,0.23,1.84,7.48,27.33,0.3,4.82,1.86,0,14.38,0.420174,0.177042,0.597216,-0.059916,1650.608,0.01023293,1363.672655,615.5112117,409.5734755,47.06086965,12.63977204,15.79080094,135.9546442,29.99762922,0,299.4036911,2131.754765,2448.468217,4580.222982,-6.914804198,2435.818212,465.3559645,1970.462247,OK,8.356379142,OK,229.7155238,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 113,HPW,#NULL!,113,#NULL!,CAMPK,1,Typical,1,Cactus,CLP abv Skin,PCACT,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,CLP,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,BURNED,2,PRE,1,,,,,26-Aug-14,8,2,2014,10:42:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,16,#NULL!,#NULL!,#NULL!,,,,,,,,,,3.53,0.21,7.14,287.53,43,1.79,0.02,0.62,1.07,4.61,0.12,0.57,0.18,0,2.71,0.040662,0.0147535,0.0554155,0.1590845,287.527,0.072443596,230.0399202,88.1300144,77.94771327,15.93419663,1.053314337,6.316320377,16.0776239,2.902996376,0,56.42447865,369.2484193,413.1776024,782.4260217,-5.614483909,412.0518445,75.40509892,336.6467455,OK,-9.049289996,OK,39.1088053,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 114,HPW,#NULL!,114,#NULL!,HIGHPK,3,,#NULL!,Hill,,HILL,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,26-Aug-14,8,2,2014,10:05:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,13,#NULL!,#NULL!,#NULL!,,,,,,,,,,4.57,0.22,8.11,1749.32,229,11.31,0.2,2.02,6.65,24.61,0.32,3.55,0.03,0,15.8,0.006777,0.158406,0.165183,0.059617,1749.321,0.007762471,1227.944112,547.3770829,492.04494,51.56234414,11.30926972,16.84352101,100.1325699,0.483832729,0,328.9692851,2195.750209,2330.245511,4525.99572,-2.971617974,2318.928479,429.5856877,1889.342791,OK,-1.640767767,OK,225.2426418,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 115,HPW,#NULL!,115,#NULL!,CAMPK,1,Typical,1,Cactus,CLP abv Skin,PCACT,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,CLP,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,BURNED,2,PRE,1,,,,,3-Sep-14,9,2,2014,7:00:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,3.17,0.2,7.32,287.24,43.1,1.81,0.06,0.69,1.11,4.93,0.13,0.54,0.18,0,3.09,0.040662,0.0458135,0.0864755,0.1126245,287.24,0.047863009,246.2075848,91.5860934,78.86116303,17.51994332,3.270818203,6.842680408,15.23143317,2.902996376,0,64.33639816,376.5535081,437.4934658,814.0469739,-7.486049286,434.1747846,82.4708277,351.7039569,OK,-5.078824494,OK,40.91102664,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 116,HPW,#NULL!,116,#NULL!,HIGHPK,3,,#NULL!,Hill,,HILL,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,3-Sep-14,9,2,2014,8:25:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,4.29,0.26,8.12,1700.24,217,11.36,0.2,2.08,6.76,24.87,0.3,3.69,0.13,0,15.57,0.029367,0.152194,0.181561,0.077639,1700.242,0.007585776,1241.117764,556.5932936,494.3068156,53.09693772,10.86576895,15.79080094,104.08146,2.096608494,0,324.1804917,2146.391361,2355.988166,4502.379527,-4.655245159,2345.114811,430.3585602,1914.756251,OK,3.448938769,OK,224.4841971,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 117,HPW,#NULL!,117,#NULL!,HIGHPK,3,,#NULL!,Skin,,SKIN,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,3-Sep-14,9,2,2014,6:55:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,2.84,0.59,7.96,1800.23,231,9.56,0.22,1.86,7.6,27.91,0.29,5.05,2.28,0,14.22,0.515052,0.173936,0.688988,-0.103388,1800.227,0.010964782,1392.61477,625.3857231,415.6631406,47.57240085,12.41802165,15.26444091,142.4421065,36.77128743,0,296.0723566,2290.777191,2493.665021,4784.442213,-4.240574367,2481.236035,475.2857505,2005.950285,OK,3.583918624,OK,239.278852,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 118,HPW,#NULL!,118,#NULL!,CAMPK,1,Typical,1,Cactus,CLP abv Skin,PCACT,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,CLP,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,BURNED,2,PRE,1,,,,,9-Sep-14,9,2,2014,10:50:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,12.5,#NULL!,#NULL!,#NULL!,,,,,,,,,,3.34,0.19,7.22,342.75,49.6,2.23,0.04,0.79,1.3,5.46,0.16,0.79,0.22,0,3.33,0.049698,0.0271775,0.0768755,0.1177245,342.751,0.060255959,272.4051896,106.8092985,97.08666072,20.23105864,1.940315883,8.421760503,22.28302259,3.548106682,0,69.33339996,446.3372897,498.5327793,944.8700691,-5.524091755,496.5322075,95.16452924,401.3676782,OK,-4.571972347,OK,47.33230172,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 119,HPW,#NULL!,119,#NULL!,HIGHPK,3,,#NULL!,Hill,,HILL,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,9-Sep-14,9,2,2014,10:15:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,4.19,0.22,8.13,1702.12,217,11.75,0.2,1.98,6.77,24.91,0.28,3.78,0.11,0,15.62,0.024849,0.158406,0.183255,0.039745,1702.115,0.007413102,1243.113772,557.2515943,511.1838874,50.74389424,11.30926972,14.73808088,106.6200322,1.774053341,0,325.2215337,2150.4687,2373.609831,4524.078531,-4.932300127,2362.293148,433.6156192,1928.677529,OK,3.977849771,OK,225.631934,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 120,HPW,#NULL!,120,#NULL!,HIGHPK,3,,#NULL!,Skin,,SKIN,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,9-Sep-14,9,2,2014,11:03:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,13,#NULL!,#NULL!,#NULL!,,,,,,,,,,2.82,0.58,8.09,1802.39,235,9.53,0.25,1.87,7.59,27.76,0.28,4.93,2.25,0,14.01,0.508275,0.195678,0.703953,-0.126453,1802.392,0.008128305,1385.429142,624.7274223,414.4452076,47.87931956,13.97027436,14.73808088,139.0573435,36.2874547,0,291.69998,2284.174859,2486.459494,4770.634353,-4.240204128,2472.481091,467.0447782,2005.436313,OK,1.465110772,OK,238.4430103,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 121,HPW,#NULL!,121,#NULL!,HIGHPK,3,,#NULL!,Hill,,HILL,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,9-Sep-14,9,2,2014,9:58:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,14,#NULL!,#NULL!,#NULL!,,,,,,,,,,4.19,0.21,8.08,1706.78,220,11.57,0.31,2.06,6.88,25.35,0.31,3.74,0.05,0,15.59,0.011295,0.242268,0.253563,-0.042463,1706.784,0.008317638,1264.870259,566.467805,503.354318,52.58540653,17.29653016,16.31716097,105.4917778,0.806387882,0,324.5969085,2153.996235,2404.582637,4558.578872,-5.497028978,2387.277789,430.8950743,1956.382715,OK,3.359505548,OK,227.3909122,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
FCW 1,FCW,1,1,1,CAMPK,1,Typical,1,JWC-Joe Wright @ Aspen Glen Campground,Joe Wright Crk Below Chambers,JWC,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,CLP,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,BURNED,2,PRE,1,,,,,15-Sep-14,9,2,2014,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,1,#NULL!,#NULL!,,#NULL!,,,,,,,,,,2.71,0.14,7.59,346.52,40,1.41,0.02,0.72,1.01,5.3,0.05,0.36,0.07,0,1.92,0.02,0.01,0.03,0.11,346.52,0.03,264.62,82.7,61.24,18.47,0.89,2.73,10.08,1.13,0,40.01,400.47,427.94,828.42,-3.32,427.03,51.22,375.81,OK,2.03,OK,40.81,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
FCW 2,FCW,1,2,2,CAMPK,1,Typical,1,JWC-Joe Wright @ Aspen Glen Campground,Joe Wright Above Poudre South,JWC,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,CLP,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,BURNED,2,PRE,1,,,,,15-Sep-14,9,2,2014,#NULL!,#NULL!,#NULL!,#NULL!,,,DUPLICATE,2,#NULL!,#NULL!,,#NULL!,,,,,,,,,,2.75,0.14,7.56,350.7,40.8,1.42,0.01,0.7,1.01,5.43,0.05,0.36,0.09,0,1.9,0.02,0.01,0.03,0.11,350.7,0.03,270.91,83.03,61.9,17.9,0.72,2.73,10.19,1.41,0,39.64,404.68,434.49,839.16,-3.55,433.74,51.25,382.49,OK,1.27,OK,41.32,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
FCW 3,FCW,1,3,3,CAMPK,1,Typical,1,Poudre Above Joe Wright,,PJW,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,CLP,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,BURNED,2,PRE,1,,,,,15-Sep-14,9,2,2014,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,1,#NULL!,#NULL!,,#NULL!,,,,,,,,,,2.48,0.21,7.5,274.41,43.3,1.25,0.01,0.54,1.03,5.65,0.19,0.2,0.38,0,5.44,0.09,0.01,0.1,0.11,274.41,0.03,282.14,84.51,54.2,13.71,0.72,10.15,5.66,6.15,0,113.3,409.67,435.3,844.98,-3.03,434.55,125.11,309.44,OK,-0.22,OK,43.2,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
FCW 4,FCW,1,4,4,CAMPK,1,Typical,1,Laramie River Tunnel,,LRT,#NULL!,#NULL!,#NULL!,677,604,89,12,43,#NULL!,TRIB,1,#NULL!,#NULL!,1,1,1,1,#NULL!,BURNED,2,PRE,1,,,,,15-Sep-14,9,2,2014,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,1,#NULL!,#NULL!,,#NULL!,,,,,,,,,,5.08,0.18,7.86,679.89,70.9,4.93,0.05,1.08,2.25,7.74,0.11,0.7,0.01,0,1.96,0,0.04,0.04,0.14,679.89,0.01,386.18,184.9,214.27,27.7,2.66,5.72,19.81,0.12,0,40.78,746.32,815.72,1562.04,-4.44,813.05,60.71,752.33,OK,6.38,OK,75.42,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
FCW 5,FCW,1,5,5,CAMPK,1,Typical,1,Poudre Below Rustic,,PBR,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,CLP,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,BURNED,2,PRE,1,,,,,15-Sep-14,9,2,2014,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,1,#NULL!,#NULL!,,#NULL!,,,,,,,,,,2.61,0.16,7.6,352.09,45.6,1.61,0.02,0.69,1.2,5.9,0.12,0.45,0.15,0,3.89,0.03,0.01,0.05,0.11,352.09,0.03,294.46,98.91,69.81,17.6,0.89,6.27,12.55,2.43,0,81,454.35,481.69,936.04,-2.92,480.78,95.98,384.8,OK,2.88,OK,46.91,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
FCW 6,FCW,1,6,6,CAMPK,1,Typical,1,Poudre South Fork,,SFM,#NULL!,#NULL!,#NULL!,18291,6049,33,2,14,#NULL!,TRIB,1,#NULL!,#NULL!,1,1,1,1,#NULL!,BURNED,2,PRE,1,,,,,15-Sep-14,9,2,2014,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,1,#NULL!,#NULL!,,#NULL!,,,,,,,,,,3.3,0.15,7.56,334.83,41,2.57,0.03,0.61,1.15,4.67,0.14,0.54,0.02,0,2.38,0,0.02,0.02,0.13,334.83,0.03,233.13,94.3,111.96,15.47,1.39,7.37,15.2,0.32,0,49.64,407.36,456.29,863.65,-5.66,454.87,65.16,389.72,OK,3.71,OK,42.52,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
FCW 7,FCW,1,7,7,CAMPK,1,Typical,1,Poudre Below S. Fork,,PSF,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,CLP,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,BURNED,2,PRE,1,,,,,15-Sep-14,9,2,2014,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,1,#NULL!,#NULL!,,#NULL!,,,,,,,,,,2.63,0.15,7.61,515.51,46.6,1.79,0.03,0.68,1.22,5.85,0.12,0.49,0.1,0,3.81,0.02,0.02,0.04,0.1,515.51,0.02,291.72,100.56,77.82,17.32,1.39,6.57,13.83,1.58,0,79.36,616.85,488.82,1105.67,11.58,487.4,94.77,392.64,OK,16.52,OK,54.3,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
FCW 8,FCW,1,8,8,CAMPK,1,Typical,1,Poudre Above North Fork,,PNF,#NULL!,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,CLP,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,BURNED,2,PRE,1,,,,,15-Sep-14,9,2,2014,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,1,#NULL!,#NULL!,,#NULL!,,,,,,,,,,2.71,0.14,7.67,439.8,53,2.14,0.03,0.72,1.42,6.5,0.13,0.77,0.07,0,3.99,0.02,0.02,0.04,0.1,439.8,0.02,324.2,116.77,93.26,18.36,1.5,6.76,21.64,1.16,0,83.04,552.41,554.11,1106.52,-0.15,552.59,105.85,446.74,OK,3.96,OK,55.1,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
FCW 9,FCW,1,9,9,CAMPK,1,Typical,1,Poudre at Bellvue Diversion,,PBD,#NULL!,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,CLP,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,BURNED,2,PRE,1,,,,,15-Sep-14,9,2,2014,#NULL!,#NULL!,#NULL!,#NULL!,,,NORM,1,#NULL!,#NULL!,,#NULL!,,,,,,,,,,2.79,0.17,7.71,487.83,57,2.27,0.03,0.75,1.52,7.06,0.14,0.89,0,0,3.99,0,0.02,0.02,0.15,487.83,0.02,352.25,125.24,98.83,19.26,1.39,7.16,25,0.05,0,83.01,603.05,596.98,1200.03,0.51,595.57,108.06,487.51,OK,4.47,OK,59.55,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 122,HPW,#NULL!,122,#NULL!,HIGHPK,3,,#NULL!,Hill,,HILL,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,17-Sep-14,9,2,2014,9:03:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,11,#NULL!,#NULL!,#NULL!,,,,,,,,,,3.95,0.21,8.06,1716.53,221,11.93,0.21,1.99,6.91,25.65,0.31,3.85,0.05,0,15.54,0.011295,0.164618,0.175913,0.029387,1716.531,0.008709636,1279.840319,568.7718576,519.0134569,50.84620047,11.75277049,16.31716097,108.5944772,0.806387882,0,323.5558665,2165.804893,2430.233314,4596.038207,-5.753399124,2418.471834,432.9567316,1985.515103,OK,3.661045441,OK,229.0909104,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 123,HPW,#NULL!,123,#NULL!,CAMPK,1,Typical,1,Cactus,CLP abv Skin,PCACT,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,CLP,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,BURNED,2,PRE,1,,,,,17-Sep-14,9,2,2014,9:24:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,12,#NULL!,#NULL!,#NULL!,,,,,,,,,,2.48,0.17,7.37,417.43,59.3,2.49,0.04,0.82,1.57,6.44,0.2,0.94,0.22,0,4.37,0.049698,0.0271775,0.0768755,0.0966245,417.431,0.042657952,321.3572854,128.9446616,108.483034,21.07508511,1.940315883,10.52720063,26.51397625,3.548106682,0,90.98707442,549.007358,581.8430399,1130.850398,-2.903627395,579.8600661,121.0491574,458.8109087,OK,-4.492748494,OK,56.63580014,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 124,HPW,#NULL!,124,#NULL!,HIGHPK,3,,#NULL!,Skin,,SKIN,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,17-Sep-14,9,2,2014,9:35:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,12,#NULL!,#NULL!,#NULL!,,,,,,,,,,2.56,0.55,8.08,1834.01,233,9.86,0.25,1.94,7.81,28.58,0.31,5.2,2.23,0,14.01,0.503757,0.192572,0.696329,-0.144129,1834.014,0.008317638,1426.147705,642.8306933,429.0604038,49.51621938,13.74852397,16.31716097,146.6730601,35.96489955,0,291.69998,2324.669101,2561.311863,4885.980963,-4.843300942,2547.555021,474.3379397,2073.217081,OK,4.786690565,OK,244.152989,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 125,HPW,#NULL!,125,#NULL!,CAMPK,1,Typical,1,Cactus,CLP abv Skin,PCACT,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,CLP,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,BURNED,2,PRE,1,,,,,23-Sep-14,9,2,2014,2:29:00 PM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,14,#NULL!,#NULL!,#NULL!,,,,,,,,,,2.81,0.15,7.47,396.94,53.1,2.34,0.03,0.79,1.39,5.86,0.12,0.95,0.08,0,2.9,0.018072,0.021742,0.039814,0.110386,396.943,0.033884416,292.2654691,113.9683193,101.7844024,20.30778832,1.552252707,6.316320377,26.79603983,1.290220612,0,60.3804384,491.7260192,529.9121161,1021.638135,-3.737732139,528.325979,88.46669884,439.8592802,OK,-4.334197497,OK,50.79854113,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 126,HPW,#NULL!,126,#NULL!,HIGHPK,3,,#NULL!,Skin,,SKIN,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,23-Sep-14,9,2,2014,2:37:00 PM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,13.5,#NULL!,#NULL!,#NULL!,,,,,,,,,,2.55,0.55,8.1,1854.14,235,9.96,0.26,1.92,7.89,28.75,0.32,5.14,2.26,0,14.03,0.510534,0.198784,0.709318,-0.161518,1854.141,0.007943282,1434.730539,649.0845505,433.4101646,49.20930066,14.19202475,16.84352101,144.9806786,36.44873228,0,292.1163968,2344.530329,2580.634523,4925.164851,-4.793833325,2566.434555,473.5458078,2092.888747,OK,4.650488241,OK,245.9286474,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 127,HPW,#NULL!,127,#NULL!,HIGHPK,3,,#NULL!,Hill,,HILL,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,23-Sep-14,9,2,2014,10:45:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,13.5,#NULL!,#NULL!,#NULL!,,,,,,,,,,3.85,0.18,8.14,1714.24,219,12.19,0.24,1.98,6.92,25.6,0.33,3.86,0.07,0,15.53,0.015813,0.18636,0.202173,-0.019273,1714.238,0.00724436,1277.44511,569.7593088,530.1488445,50.641588,13.3050232,17.36988104,108.8765408,1.128943035,0,323.3476581,2164.961023,2441.307119,4606.268142,-5.999348869,2427.994851,433.3531419,1994.641709,OK,4.834603169,OK,229.5877809,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 128,HPW,#NULL!,128,#NULL!,HIGHPK,3,,#NULL!,Skin,,SKIN,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,TRIB,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,PRE,1,,,BURNED,PRE,30-Sep-14,9,2,2014,11:10:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,11.5,#NULL!,#NULL!,#NULL!,,,,,,,,,,2.61,0.55,8.1,1673.74,231,8.71,0.15,1.81,7.43,26.82,0.45,5.43,1.98,0,13.82,0.44755308,0.115129067,0.562682147,-0.012582147,1673.735,0.007943282,1338.323353,611.2322567,378.9511596,46.24241975,8.219547666,23.454603,153.1041097,31.95231345,0,287.6607369,2169.906763,2382.97668,4552.883443,-4.679889568,2374.749189,472.71716,1902.032029,OK,-1.328062287,OK,227.9321761,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
HPW 129,HPW,#NULL!,129,#NULL!,CAMPK,1,Typical,1,Cactus,CLP abv Skin,PCACT,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,CLP,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,BURNED,2,PRE,1,,,,,30-Sep-14,9,2,2014,11:03:00 AM,#NULL!,#NULL!,#NULL!,,,NORM,#NULL!,8.5,#NULL!,#NULL!,#NULL!,,,,,,,,,,2.97,0.14,7.68,399.64,58.9,2.76,0.13,0.94,1.62,6.42,0.17,1.26,0.06,0,2.89,0.01292148,0.099807169,0.112728649,0.025371351,399.641,0.020892961,320.3592814,132.9767538,120.2273881,24.04196602,7.125653009,9.032338139,35.64155361,0.922507737,0,60.16390166,505.4013011,604.7519353,1110.153236,-8.949272125,597.6053893,96.727963,500.8774263,OK,-5.818224559,OK,55.47306573,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,0
