IDNo,Site,SiteLabel,Date,SampleType,Turbidity,TSS,ChlA,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4
FCW 1266,Poudre Below Rustic,PBR,29-Nov-21,NORM,,0.37,,7.3,435.73,60.89,3.76,0.05,1.08,1.24,4.5,0.05,1.73,0.49,0,4.84
FCW 1284,Poudre Below Rustic,PBR,14-Dec-21,NORM,,1.6,,7.61,639.28,67.39,3.3,0.02,1.15,1.28,4.83,0.09,1.82,0.56,0,5.23
FCW 1308,Poudre Below Rustic,PBR,3-Feb-22,NORM,,0.36,,7.31,662.08,85.17,3.82,0.05,1.21,3.09,8.48,0.07,1.99,0.79,0,5.47
FCW 1324,Poudre Below Rustic,PBR,1-Mar-22,NORM,,6.67,,7.6,636.48,78.65,3.46,0.05,1.14,2.09,8.83,0.06,1.94,0.61,0,5.18
FCW 1335,Poudre Below Rustic,PBR,28-Mar-22,NORM,,0.91,,7.44,587.97,76.83,3.72,0.04,1.1,1.92,7.85,0.06,2.12,1.34,0,5.91
FCW 1367,Poudre Below Rustic,PBR,27-Apr-22,NORM,,12.66,,7.66,536.67,86.45,4.38,0.01,1.35,2.65,8.8,0.05,2,4.86,0,6.88
FCW 1397,Poudre Below Rustic,PBR,16-May-22,NORM,,113.86,1.29,7.59,485.8,76.91,3.78,0.02,1.1,2,7.45,0.04,2.12,0.6,0,7.21
FCW 1425,Poudre Below Rustic,PBR,31-May-22,NORM,,38.3,0.96,7.31,368.45,52.15,1.91,0.01,0.85,2,5.45,0.02,1.89,1.55,0,5.37
FCW 1461,Poudre Below Rustic,PBR,7-Jun-22,NORM,,37.17,,7.23,292.92,51.47,2.21,0.02,0.8,2,5.05,0.02,1.45,1.02,0,4.34
FCW 1525,Poudre Below Rustic,PBR,22-Jun-22,NORM,5.98,7.8,1.17,7.28,255.06,39.05,1.4,0.02,0.75,1.15,5.6,0.01,0.47,0.65,0,2.52
FCW 1582,Poudre Below Rustic,PBR,5-Jul-22,NORM,3847.3,4350.8,,7.22,312.97,51.23,1.45,0.02,2.44,2.05,6.42,0.01,0.71,0.48,0.66,3.28
FCW 1595,Poudre Below Rustic,PBR,11-Jul-22,NORM,5.26,13,1.01,7.12,252.56,36.51,1.3,0.03,0.63,1.14,5.3,0.01,0.39,0.45,0,2.74
FCW 1655,Poudre Below Rustic,PBR,25-Jul-22,NORM,0.84,3.6,0.84,7.21,395.98,48.21,1.6,0.03,0.7,1.32,6.93,0.05,0.48,0.53,0,3.62
FCW 1699,Poudre Below Rustic,PBR,8-Aug-22,NORM,7.21,7.45,0.61,7.43,395.35,52.1,1.78,0.02,0.65,1.37,6.8,0.03,0.49,0.54,0,3.78
FCW 1773,Poudre Below Rustic,PBR,26-Aug-22,NORM,8.58,12.31,0.99,7.15,457.18,55.21,1.8,0.02,0.67,1.38,6.99,0.02,0.51,0.59,0,3.81
FCW 1774,Poudre Below Rustic,PBR,26-Aug-22,DUPLICATE,7.58,12.35,0.97,7.16,461.32,55.1,1.82,0.03,0.67,1.4,6.98,0.02,0.52,0.6,0,3.83
FCW 1826,Poudre Below Rustic,PBR,9-Sep-22,NORM,4.06,1.11,0.14,6.85,541.98,62.73,1.93,0.05,0.88,1.68,8.27,0.02,0.58,0.13,0,4.2
FCW 1876,Poudre Below Rustic,PBR,19-Sep-22,NORM,4.33,4.6,0.66,7.08,589.34,67.11,2.27,0.02,1,1.7,8.27,0.02,0.86,0.08,0,3.58
FCW 1877,Poudre Below Rustic,PBR,19-Sep-22,DUPLICATE,4.33,4.84,0.78,7.07,587.99,66.45,2.28,0.02,0.99,1.79,8.39,0.03,0.86,0.08,0,3.62
FCW 1913,Poudre Below Rustic,PBR,23-Sep-22,NORM,2.78,1.8,1.2,6.91,518.52,60.13,2.15,0.05,0.92,1.63,7.67,0.08,0.95,0.08,0,3.06
FCW 1965,Poudre Below Rustic,PBR,7-Oct-22,NORM,0.84,0.74,0.39,7.11,691.89,78.97,3.74,0.01,0.95,2.42,9.89,0.1,1.58,0.08,0,4.47
FCW 2007,Poudre Below Rustic,PBR,21-Oct-22,NORM,0.41,1,0.62,6.84,639.7,76.93,3.44,0.01,0.77,2.29,9.26,0.07,1.51,0.13,0.01,4.51
FCW 2050,Poudre Below Rustic,PBR,8-Nov-22,NORM,1.87,0.63,0.52,7.15,686.42,79.89,3.52,0.07,1.06,2.47,9.4,0.06,1.52,0.08,0,4.52
FCW 599,Poudre at Century Park,PCENT,1-Jul-21,NORM,1150,2467.78,,7.29,810.2,91.86,1.61,0.18,1.6,1.51,13.71,0.15,0.72,0.63,0.38,3.95
FCW 1400,Poudre at Bellvue Diversion,PDB,16-May-22,NORM,,247.74,2.13,7.74,680.28,89.1,6.22,0.02,1.2,2.12,8.99,0.1,2.45,0.28,0,7.1
FCW 232,Poudre Above Joe Wright,PJW,7-Apr-21,NORM,1.9,9.52,,7.18,350.32,41.68,1.78,0.05,1.21,1.09,4.01,0.09,0.61,0.83,0,2.19
FCW 243,Poudre Above Joe Wright,PJW,12-Apr-21,NORM,1.5,0.98,,7.08,347.11,42.65,1.98,0.01,1.06,1.11,4.02,0.11,0.69,0.29,0,2.21
FCW 265,Poudre Above Joe Wright,PJW,19-Apr-21,NORM,1.4,0,,7.27,381.18,42.42,2.02,0.01,0.99,1.08,4.12,0.12,0.65,0.3,0,2.29
FCW 285,Poudre Above Joe Wright,PJW,26-Apr-21,NORM, ,0,,6.97,340.96,40.27,2.1,0.01,0.99,1.07,3.98,0.1,0.71,0.34,0,2.27
FCW 325,Poudre Above Joe Wright,PJW,3-May-21,NORM,3,3,,7.07,269.79,56.5,1.85,0.01,0.87,1.01,4.32,0.07,1.83,0.62,0,13.13
FCW 349,Poudre Above Joe Wright,PJW,10-May-21,NORM,2.4,2,,7.27,259.18,53.96,1.44,0.03,0.74,1.04,4.77,0.07,1.38,0.69,0.05,11.89
FCW 350,Poudre Above Joe Wright,PJW,10-May-21,DUPLICATE,2.5,2,,7.29,252.18,52.65,1.3,0.03,0.74,1.08,4.73,0.06,1.31,0.68,0.05,11.88
FCW 385,Poudre above Joe Wright,PJW,17-May-21,NORM,2.5,8.91,,7.13,204.82,47.86,1.15,0.03,0.82,1.14,4.83,0.05,1.16,0.71,0.03,10.62
FCW 398,Poudre Above Joe Wright,PJW,24-May-21,NORM,1.5,4.1,,6.89,215.62,40.11,1.33,0.06,0.88,1.02,4.49,0.06,0.69,0.79,0,6.43
FCW 429,Poudre above Joe Wright,PJW,1-Jun-21,NORM,2.4,0,,7.05,135.12,27.16,1.19,0.02,0.66,0.78,3.58,0.05,0.53,0.51,0,4.18
FCW 457,Poudre Above Joe Wright,PJW,7-Jun-21,NORM,4.75, ,,6.67,138.15,26.6,1.07,0.03,0.51,0.59,3.36,0.08,0.38,0.59,0,3
FCW 522,Poudre Above Joe Wright,PJW,21-Jun-21,NORM,2.1,2.9,,6.67,188,29.52,1.08,0.02,0.47,0.72,3.91,0.07,0.23,0.53,0,3.03
FCW 681,Poudre Above Joe Wright,PJW,26-Jul-21,NORM,3.5,8,,6.97,234.4,46.54,1.38,0.05,0.56,1.18,6.68,0.06,0.41,0.6,0,6.34
FCW 935,Poudre Above Joe Wright,PJW,23-Aug-21,NORM,4,0.54,,6.94,272.95,40.79,1.37,0.05,0.63,0.96,4.92,0.07,0.36,0.7,0,5
FCW 1193,Poudre Above Joe Wright,PJW,8-Oct-21,NORM,2.6,2.92,,7.16,341.42,43.78,1.38,0.04,0.58,0.91,4.45,0.06,0.4,0.63,0,4.93
FCW 1242,Poudre Above Joe Wright,PJW,5-Nov-21,NORM,,2.89,,7.45,273.76,35.64,2.1,0.02,0.64,0.61,2.6,0.05,0.83,1.24,0,3.69
FCW 1264,Poudre Above Joe Wright,PJW,29-Nov-21,NORM,,,,7.34,284.01,39.08,2.83,0.04,0.67,0.66,2.91,0.08,0.82,1.63,0,3.7
FCW 1282,Poudre Above Joe Wright,PJW,14-Dec-21,NORM,,,,7.38,335.82,41.67,2.48,0.02,0.64,0.65,2.9,0.07,0.81,1.64,0,3.51
FCW 1307,Poudre Above Joe Wright,PJW,3-Feb-22,NORM,,2,,7.26,349.18,49.62,3.06,0.05,0.71,1.11,6.2,0.05,0.84,1.5,0,3.17
FCW 1319,Poudre Above Joe Wright,PJW,1-Mar-22,NORM,,2.8,,7.23,392.38,50.81,3.53,0.04,0.78,0.97,4.95,0.02,0.84,1.45,0,3.16
FCW 1330,Poudre Above Joe Wright,PJW,28-Mar-22,NORM,,3.42,,7.12,365.37,52.07,2.76,0.05,0.91,0.98,5.28,0.03,1.06,3.51,0,3.98
FCW 1362,Poudre Above Joe Wright,PJW,27-Apr-22,NORM,,2.52,,7.37,328.32,41.66,2.88,0.01,0.85,0.89,3.69,0.03,0.84,0.14,0,3.2
FCW 1395,Poudre Above Joe Wright,PJW,16-May-22,NORM,,14.9,1.02,7.28,293.28,39.74,2.78,0.03,0.8,0.7,4,0.06,0.86,0.18,0,3
FCW 1423,Poudre Above Joe Wright,PJW,31-May-22,NORM,,3.2,0.64,6.92,212.37,31.3,1.25,0.01,0.67,0.71,3.9,0.02,0.46,1.74,0,2.35
FCW 1462,Poudre Above Joe Wright,PJW,7-Jun-22,NORM,,7.23,,6.98,212.99,32.2,1.33,0.02,0.7,0.66,3.87,0.02,0.37,0.69,0,2.23
FCW 1594,Poudre Above Joe Wright,PJW,11-Jul-22,NORM,2.97,2.6,0.62,7.02,244.31,37.67,0.99,0.02,0.49,1.07,5.35,0.02,0.26,0.63,0,3.94
FCW 1653,Poudre Above Joe Wright,PJW,25-Jul-22,NORM,6.7,4.59,0.8,7.03,284,42.68,1.18,0.03,0.54,1.03,5.93,0.07,0.21,0.71,0,5.02
FCW 1696,Poudre Above Joe Wright,PJW,8-Aug-22,NORM,6.02,4.8,0.91,7.04,336.31,47.04,1.09,0.03,0.45,0.94,6.3,0.04,0.18,0.65,0,5.41
FCW 1697,Poudre Above Joe Wright,PJW,8-Aug-22,DUPLICATE,5.44,5,0.64,7.03,324.96,46.19,1.08,0.04,0.47,0.96,6.32,0.03,0.19,0.64,0,5.39
FCW 1760,Poudre Above Joe Wright,PJW,25-Aug-22,NORM,4.08,2.69,0.73,6.96,306.2,41.9,0.91,0.03,0.36,0.74,4.9,0.03,0.18,0.62,0,5.64
FCW 1771,Poudre Above Joe Wright,PJW,26-Aug-22,NORM,0.87,0.19,0.7,6.95,280.85,39.58,0.84,0.02,0.38,0.72,4.85,0.02,0.16,0.59,0,5.51
FCW 1823,Poudre Above Joe Wright,PJW,9-Sep-22,NORM,0.85,0.19,0.25,6.73,310.1,46.51,1.34,0.03,0.62,1.04,5.62,0.02,0.17,0.55,0,7.68
FCW 1824,Poudre Above Joe Wright,PJW,9-Sep-22,DUPLICATE,0.85,0.2,0.58,6.67,312.97,46.77,1.3,0.02,0.58,1.07,5.7,0.02,0.18,0.53,0,7.64
FCW 1911,Poudre Above Joe Wright,PJW,23-Sep-22,NORM,0.87,1.4,3.45,6.87,353.99,45.66,1.9,0.03,0.7,1.19,5.86,0.12,0.75,0.52,0,3.62
FCW 1963,Poudre Above Joe Wright,PJW,7-Oct-22,NORM,0.49,1.51,0.58,6.96,402.07,50.14,2.69,0.02,0.53,1.3,6.05,0.11,0.73,0.75,0,3.29
FCW 2005,Poudre Above Joe Wright,PJW,21-Oct-22,NORM,0.51,1,0.36,6.89,370.56,54.2,3.03,0,0.52,1.17,6.88,0.03,1.11,0.41,0,4.35
FCW 2047,Poudre Above Joe Wright,PJW,8-Nov-22,NORM,0.23,0.61,0.35,7.01,362.28,53.26,3.09,0.01,0.5,1.2,6.89,0.04,0.98,0.38,0,4
FCW 220,Poudre Above North Fork,PNF,16-Nov-20,NORM, , ,,7.89,799.61,102.85,4.14,0.01,1.17,2.25,11.61,0.09,2.31,0.45,0,5.59
FCW 229,Poudre Above North Fork,PNF,7-Apr-21,NORM,4, ,,7.82,1398.41,135.9,3.67,0.09,1.08,3.1,13.74,0.05,0.68,0.58,0,5.47
FCW 248,Poudre Above North Fork,PNF,12-Apr-21,NORM,4.25,4.08,,7.55,743.27,91.12,4.21,0.01,1.12,2.09,10.98,0.11,2.56,0.43,0,5.39
FCW 270,Poudre Above North Fork,PNF,19-Apr-21,NORM,2.1,0,,7.63,700.11,98.59,4.34,0.01,1.06,1.98,10.54,0.11,2.96,0.42,0,5.3
FCW 292,Poudre Above North Fork,PNF,26-Apr-21,NORM,7.4, ,,7.48,708.45,97.46,4.25,0.01,1.01,1.92,10.55,0.1,3.01,0.48,0,5.34
FCW 332,Poudre Above North Fork,PNF,3-May-21,NORM,10,57.25,,7.41,568.64,95.41,3.22,0.01,0.95,1.93,10.29,0.17,5.02,0.58,0,12.1
FCW 356,Poudre Above North Fork,PNF,10-May-21,NORM,5.1,16,,7.46,639.51,87.2,1.98,0.01,0.9,1.76,7.09,0.16,4.54,0.57,0.05,12.23
FCW 392,Poudre Above North Fork,PNF,17-May-21,NORM,4,28,,7.48,489.53,73.92,2.21,0.02,0.98,1.74,6.96,0.12,2.92,0.39,0,11.07
FCW 404,Poudre Above North Fork,PNF,24-May-21,NORM,4.5,24,,7.91,517.13,72.27,2.69,0.03,1.03,1.75,7.3,0.08,1.94,0.49,0,8.14
FCW 436,Poudre Above North Fork,PNF,1-Jun-21,NORM,4.5,17,,7.19,435.65,57.47,2.4,0.03,0.82,1.45,6,0.08,1.54,0.24,0,5.72
FCW 463,Poudre Above North Fork,PNF,7-Jun-21,NORM,11,,,6.84,283.3,43.52,1.92,0.03,0.7,1.08,4.58,0.08,1.13,0.39,0,4.18
FCW 528,Poudre Above North Fork,PNF,21-Jun-21,NORM,4.2,7,,6.86,301.74,45.19,1.88,0.05,0.64,1.13,5.33,0.14,0.92,0.2,0,3.47
FCW 529,Poudre Above North Fork,PNF,21-Jun-21,DUPLICATE,3,8,,6.89,315.12,45.48,1.88,0.05,0.63,1.15,5.4,0.14,0.91,0.19,0,3.41
FCW 606,Poudre Above North Fork,PNF,2-Jul-21,NORM,20,140.4,,7.06,338.48,35.19,2.27,0.04,0.39,1.08,3.27,0.15,0.91,0.32,0,1.78
FCW 688,Poudre Above North Fork,PNF,26-Jul-21,NORM,2.5,270,,7.19,479.02,61.84,2.4,0.03,0.84,1.64,4.4,0.13,1.3,0.37,0,4.87
FCW 941,Poudre Above North Fork,PNF,23-Aug-21,NORM,5.25,19.6,,7.2,433.66,55.53,2.39,0.03,0.92,1.61,6.32,0.12,1.01,0.23,0,4.69
FCW 1199,Poudre Above North Fork,PNF,8-Oct-21,NORM,2,,,7.61,514.88,57.4,2.44,0.03,0.84,1.52,4.55,0.11,1.21,0.22,0,4.56
FCW 1249,Poudre Above North Fork,PNF,5-Nov-21,NORM,,0.3,,7.6,563.48,61.47,2.46,0.01,1.09,1.84,4.46,0.16,1.08,0.07,0,5.53
FCW 1280,Poudre Above North Fork,PNF,3-Dec-21,NORM,,3.8,,7.51,390.52,47.56,2.61,0.01,0.93,1.62,4.1,0.07,0.94,0.11,0,1.85
FCW 1311,Poudre Above North Fork,PNF,3-Feb-22,NORM,,2.71,,7.46,785.22,115.26,4.81,0.04,1.15,4.41,14.01,0.06,3.13,0.73,0,6.25
FCW 1327,Poudre Above North Fork,PNF,1-Mar-22,NORM,,43.8,,7.68,658.99,83.52,4.02,0.04,1,2.41,9.26,0.08,2.86,0.27,0,5.35
FCW 1338,Poudre Above North Fork,PNF,28-Mar-22,NORM,,31.18,,7.55,663.68,90.36,3.69,0.04,1.07,2.15,8.68,0.07,2.98,0.78,0,6.01
FCW 1370,Poudre Above North Fork,PNF,27-Apr-22,NORM,,27.81,,7.63,537.99,82.52,4.84,0.03,1.03,1.99,8.73,0.07,2.27,4.39,0,7.12
FCW 1399,Poudre Above North Fork,PNF,16-May-22,NORM,,260.64,1.43,7.64,580.34,78.57,5.02,0.04,0.99,2.11,7.88,0.05,1.99,1.22,0,6.45
FCW 1428,Poudre Above North Fork,PNF,31-May-22,NORM,,21.31,0.87,7.25,474.36,59.57,3.87,0.04,0.82,1.94,5.18,0.03,0.99,1.49,0,3.26
FCW 1429,Poudre Above North Fork,PNF,31-May-22,BLANK,,0.09,,5.81,0.97,0.92,0.01,0.01,0,0.01,0.02,0,0.03,0.01,0,0.04
FCW 1510,Poudre Above North Fork,PNF,22-Jun-22,NORM,8.83,17.6,0.94,7.21,388.71,44.51,1.57,0.01,0.62,1.24,5.22,0.1,0.5,0.63,0,2.36
FCW 1597,Poudre Above North Fork,PNF,11-Jul-22,NORM,9.46,23.4,0.89,7.35,356.88,41.23,1.41,0.01,0.64,1.15,5.18,0.12,0.48,0.35,0,2.51
FCW 1657,Poudre Above North Fork,PNF,25-Jul-22,NORM,5.84,6.89,0.89,7.15,413.54,52.15,1.79,0.01,0.71,1.34,7.03,0.05,0.59,0.3,0,3.22
FCW 1703,Poudre Above North Fork,PNF,8-Aug-22,NORM,8.45,8.2,1.04,7.37,470.59,56.02,2.01,0.02,0.88,1.37,7.06,0.04,0.76,0.12,0,4.01
FCW 1761,Poudre Above North Fork,PNF,25-Aug-22,NORM,18.09,15.66,1.01,7.17,499.98,57.16,2.05,0.02,0.9,1.4,7.11,0.04,0.8,0.11,0,4.12
FCW 1777,Poudre Above North Fork,PNF,26-Aug-22,NORM,13.48,10.39,1.03,7.14,494.7,58.59,2.03,0.03,0.91,1.41,7.14,0.03,0.81,0.12,0,4.19
FCW 1829,Poudre Above North Fork,PNF,9-Sep-22,NORM,13.27,3.6,0.58,7.17,478.04,64.02,2.16,0.01,0.91,1.7,8.25,0.06,0.73,0.09,0,5.48
FCW 1878,Poudre Above North Fork,PNF,19-Sep-22,NORM,8.17,4.83,0.37,7.17,573.79,67.03,2.44,0,1.1,1.9,8.67,0.05,1.05,0.07,0,3.62
FCW 1917,Poudre Above North Fork,PNF,23-Sep-22,NORM,6.48,4.6,0.9,6.93,563.8,64.85,2.38,0.06,0.9,1.71,7.91,0.1,1.01,0.08,0,3.05
FCW 1968,Poudre Above North Fork,PNF,7-Oct-22,NORM,3.67,1.3,0.24,7.1,620.01,77.08,3.75,0.02,0.81,2.18,9.38,0.11,1.66,0.07,0,4
FCW 2011,Poudre Above North Fork,PNF,21-Oct-22,NORM,0.81,1.2,0.28,6.98,654.17,80.37,3.95,0.01,0.78,2.39,9.4,0.1,1.83,0.06,0,4.63
FCW 2054,Poudre Above North Fork,PNF,8-Nov-22,NORM,1.56,0.75,0.26,7.19,756.22,86.77,3.9,0.01,0.94,2.39,10.32,0.08,1.8,0.04,0,4.4
FCW 558,Poudre at Overland,POVER,26-Jun-21,NORM,18,164,,7.13,589.86,82.18,2.65,0.05,0.84,1.77,10.3,0.15,1.66,0.37,0.19,5.74
FCW 216,Poudre Below S. Fork,PSF,16-Nov-20,NORM, , ,,7.4,355.7,45.17,2.56,0.02,0.77,0.85,4.95,0.07,1.58,0.73,0,2.53
FCW 225,Poudre Below S. Fork,PSF,7-Apr-21,NORM,1.5, ,,7.34,550.29,92.89,2.28,0,1.28,2.77,9.9,0.07,1.42,0.12,0,12.23
FCW 247,Poudre Below S. Fork,PSF,12-Apr-21,NORM,2.9,6,,7.36,503.4,68.96,2.66,0.01,0.94,1.85,6.26,0.11,1.41,0.13,0,3.3
FCW 268,Poudre Below S. Fork,PSF,19-Apr-21,NORM,1.3,0,,7.5,480.83,58.53,2.74,0.11,0.98,1.8,6.02,0.1,1.38,0.14,0,3.33
FCW 290,Poudre Below S. Fork,PSF,26-Apr-21,NORM,5.75, ,,7.55,484.99,58.75,2.94,0.01,0.84,1.78,5.95,0.11,1.45,0.12,0,3.2
FCW 329,Poudre Below S. Fork,PSF,3-May-21,NORM,6.25,27.27,,7.35,514.77,72.28,2.54,0.02,0.87,1.69,6.09,0.11,2.26,0.5,0,12.9
FCW 354,Poudre Below S. Fork,PSF,10-May-21,NORM,4,13,,7.29,484.91,70.93,1.99,0.02,0.83,1.58,6.22,0.1,2.01,0.47,0.07,12.95
FCW 390,Poudre Below S. Fork,PSF,17-May-21,NORM,5.1,24,,7.36,383.2,65.93,1.85,0.02,0.97,1.59,6.18,0.08,1.98,0.28,0,11.25
FCW 402,Poudre Below S. Fork,PSF,24-May-21,NORM,2.5,20,,7.09,330.56,56.35,2.22,0.06,1.02,1.56,6.49,0.06,1.1,0.47,0,8.02
FCW 434,Poudre Below S. Fork,PSF,1-Jun-21,NORM,3.5,7,,7.17,319.6,46.87,1.99,0.02,0.82,1.28,5.22,0.06,1.44,0.21,0,5.67
FCW 461,Poudre Below S. Fork,PSF,7-Jun-21,NORM,7.5,,,6.83,239.44,39.37,1.62,0.03,0.68,0.93,4.04,0.07,0.75,0.33,0,4.05
FCW 526,Poudre Below S. Fork,PSF,21-Jun-21,NORM,3.2,4.8,,6.77,272.07,36.56,1.5,0.04,0.58,0.95,4.56,0.1,0.53,0.19,0,3.17
FCW 595,Poudre Below S. Fork,PSF,1-Jul-21,NORM,9.1,2788,,7.65,902.21,83.88,1.42,0.16,1.67,1.53,11.89,0.06,0.59,0.65,0.34,3.97
FCW 667,Poudre Below S. Fork,PSF,21-Jul-21,NORM,1100,1669,,7.38,452.1,52.6,1.82,0.03,0.95,1.1,6.81,0.06,0.52,0.17,0,3.37
FCW 672,Poudre Below S. Fork,PSF,21-Jul-21,NORM,10.5,1133.2,,7.24,656.29,68.4,1.89,0.13,1.49,1.56,8.76,0.08,0.8,0.87,0.23,4.74
FCW 686,Poudre Below S. Fork,PSF,26-Jul-21,NORM,1.5,95.1,,7.18,425.63,59.89,2.03,0.04,0.74,1.43,6.29,0.08,0.75,0.4,0,4.72
FCW 774,Poudre Below S. Fork,PSF,4-Aug-21,NORM,3.5,,,7.17,452.62,57.34,1.72,0.01,1.1,1.2,5.83,0.09,0.73,0.77,0,4.06
FCW 939,Poudre Below S. Fork,PSF,23-Aug-21,NORM,4,103.6,,7.07,290.51,41.21,2.86,0.13,0.93,0.85,3.59,0.08,1.5,0.26,0,3.7
FCW 1197,Poudre Below S. Fork,PSF,8-Oct-21,NORM,3,,,7.58,360.67,43.05,2.31,0.03,0.93,0.89,3.67,0.07,1.41,0.35,0,3.9
FCW 1245,Poudre Below S. Fork,PSF,5-Nov-21,NORM,,7.24,,7.51,381.79,51.52,3.76,0.02,0.95,1.11,4.14,0.09,1.63,0.23,0,4.59
FCW 1268,Poudre Below S. Fork,PSF,29-Nov-21,NORM,,1.45,,7.21,376.08,54.74,4.01,0.03,1.11,1.26,4.65,0.11,1.88,0.36,0,5.07
FCW 1287,Poudre Below S. Fork,PSF,14-Dec-21,NORM,,3.03,,7.65,599.27,64.76,3.47,0.02,1.09,1.26,4.71,0.09,1.87,0.54,0,5.39
FCW 1309,Poudre Below S. Fork,PSF,3-Feb-22,NORM,,18.92,,7.31,626.5,81.39,3.86,0.05,1.06,3.17,8.14,0.07,1.83,0.8,0,5.15
FCW 1325,Poudre Below S. Fork,PSF,1-Mar-22,NORM,,3.2,,7.48,554.39,69.35,3.62,0.03,1.01,1.75,7.02,0.07,1.82,0.54,0,4.83
FCW 1336,Poudre Below S. Fork,PSF,28-Mar-22,NORM,,19.18,,7.53,576.78,81.52,3.84,0.04,1.06,1.82,8.17,0.06,2.03,1.75,0,5.82
FCW 1368,Poudre Below S. Fork,PSF,27-Apr-22,NORM,,17.86,,7.62,522.14,84,3.85,0.03,1.34,2.66,8.16,0.05,1.93,4.73,0,6.85
FCW 1398,Poudre Below S. Fork,PSF,16-May-22,NORM,,148.25,1.13,7.37,570.77,77.58,3.44,0.03,1.03,2.1,8,0.06,1.88,1.22,0,5.98
FCW 1426,Poudre Below S. Fork,PSF,31-May-22,NORM,,24.4,1,6.94,397.14,52.14,1.74,0.01,0.8,2,4.91,0.02,0.84,1.42,0,3.11
FCW 1427,Poudre Below S. Fork,PSF,31-May-22,DUPLICATE,,21.1,,6.94,361.62,51.69,1.77,0.02,0.8,1.9,5.08,0.02,0.86,1.45,0,3.18
FCW 1460,Poudre Below S. Fork,PSF,7-Jun-22,NORM,,77.5,,7,360.72,49.71,1.78,0.02,0.79,1.89,4.99,0.02,0.81,1.44,0,3.02
FCW 1596,Poudre Below S. Fork,PSF,11-Jul-22,NORM,7.74,19.2,0.84,7.02,354.22,42.12,1.35,0.03,0.64,1.17,5.37,0.01,0.42,0.4,0,2.73
FCW 1656,Poudre Below S. Fork,PSF,25-Jul-22,NORM,3.25,6.98,0.88,7.12,397.51,50.77,1.71,0.01,0.69,1.43,6.97,0.04,0.49,0.4,0,2.89
FCW 1701,Poudre Below S. Fork,PSF,8-Aug-22,NORM,9.71,11.4,0.92,7.25,466.69,54.26,1.74,0.02,0.73,1.51,7.03,0.03,0.51,0.42,0,3.02
FCW 1702,Poudre Below S. Fork,PSF,8-Aug-22,BLANK,0.05,0.2,0.01,5.84,8.27,1.62,0.02,0.03,0.01,0.06,0.09,0.06,0.02,0.02,0,0.01
FCW 1776,Poudre Below S. Fork,PSF,26-Aug-22,NORM,30.51,28.8,1.16,7.06,486.63,56.43,1.78,0.02,0.74,1.53,7.11,0.03,0.54,0.44,0,3.04
FCW 1828,Poudre Below S. Fork,PSF,9-Sep-22,NORM,11.48,18.6,0.79,7.07,541.23,64.88,2.09,0.02,0.88,1.62,7.77,0.02,0.6,0.11,0,5.39
FCW 1916,Poudre Below S. Fork,PSF,23-Sep-22,NORM,4.34,3.41,0.95,6.92,497.31,60.44,2.29,0.04,0.89,1.62,7.28,0.09,0.89,0.08,0,3.85
FCW 1967,Poudre Below S. Fork,PSF,7-Oct-22,NORM,1.45,1.35,0.49,7.1,587.04,73.31,3.52,0.01,0.83,2.12,8.98,0.11,1.33,0.06,0,3.91
FCW 2010,Poudre Below S. Fork,PSF,21-Oct-22,NORM,0.67,0.4,0.46,6.91,681.7,78.15,3.68,0.01,0.71,2.26,8.99,0.1,1.45,0.06,0.01,4.37
FCW 2053,Poudre Below S. Fork,PSF,8-Nov-22,NORM,2.11,1.9,0.49,7.14,624.64,74.67,3.47,0.03,0.89,2.21,8.19,0.09,1.43,0.05,0,4.3
FCW 483,Peterson Outlet,PTRO,9-Jun-21,NORM,2.5,3,4.6,6.79,163.76,41.51,1.39,0.01,1.22,0.86,5.65,0.01,0.68,0.01,0,6.52
FCW 511,Peterson Outlet,PTRO,16-Jun-21,NORM,3,3,2.6,6.72,163.9,40.78,1.41,0.06,1.27,0.75,4.93,0.02,0.78,0.01,0,6.85
FCW 548,Peterson Outlet,PTRO,23-Jun-21,NORM,3,1.2,,7.07,186.6,42.83,1.42,0.19,1.21,0.76,5.04,0.02,0.73,0.01,0,6.48
FCW 609,Peterson Outlet,PTRO,30-Jun-21,NORM,13,0.7,2.34,6.92,210.85,39.86,1.51,0.09,1.25,0.73,5.16,0.06,0.71,0,0,6.28
FCW 622,Peterson Outlet,PTRO,7-Jul-21,NORM,1.8,0,0.51,7,136.86,40.25,1.64,0.15,1.24,0.76,5.21,0.02,0.76,0.12,0,6.53
FCW 657,Peterson Outlet,PTRO,14-Jul-21,DUPLICATE,5.5, ,0.5,7.01,212.95,45.2,1.78,0.15,1.39,0.88,5.89,0.02,0.78,0.17,0,6.65
FCW 658,Peterson Outlet,PTRO,14-Jul-21,NORM,3,0.54,0.52,6.99,202.02,45.57,1.77,0.14,1.39,0.87,5.97,0.03,0.77,0.17,0,6.66
FCW 736,Peterson Outlet,PTRO,28-Jul-21,NORM,5,0,0.17,7.02,208.61,44.99,1.68,0.06,1.29,0.82,5.85,0.01,0.74,0.02,0,6.55
FCW 813,Peterson Outlet,PTRO,4-Aug-21,NORM,4.5,,0.13,6.73,182,44.32,1.48,0.13,1.27,0.63,5.9,0.04,0.87,0.42,0,7.4
