IDNo,Site,SiteDescr,SiteLabel,Date,SampleType,Turbidity,TSS,ChlA,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4
FCW 1663,Peterson Outlet,PTRO_072622,PTRO,26-Jul-22,NORM,9.37,6.3,0.51,6.95,0.74,7.02,384.44,45.33,1.4,0.04,1.11,0.7,6.64,0.02,0.67,0.09,0.31,2.62
FCW 1662,Peterson Reservoir,PTRR_072622,PTRR,26-Jul-22,NORM,9.3,8,0.92,6.79,0.3,7.05,329.34,42.57,1.49,0.04,1.06,0.75,5.16,0.02,0.51,0.18,0,1.94
FCW 1682,Beaver,BEAV_080122,BEAV,1-Aug-22,NORM,2.44,9.8,,2.48,0.28,6.79,234.96,27.8,1.58,0.01,0.38,0.66,3.45,0.04,0.23,0.31,0,0.79
FCW 1691,Barnes Meadow Outflow,BMD_080222,BMD,2-Aug-22,NORM,6.28,6.2,0.87,6.25,0.92,6.98,593.33,81.94,2.31,0.46,1.23,1.46,10.21,0.02,1.72,0.21,0,6.56
FCW 1692,Barnes Meadow Reservoir,BRNR_080222,BRNR,2-Aug-22,NORM,6.2,7.6,4.9,6.97,0.51,7.16,648.9,91.4,2.41,0.04,1.27,1.53,10.88,0.03,1.6,0.05,0,8.1
FCW 1685,Chambers Inlet,CBRI_080222,CBRI,2-Aug-22,NORM,5.37,4.2,0.85,2.72,0.27,6.95,489.07,52.14,1.72,0.01,0.77,1.29,6.89,0.04,0.57,0.24,0,2.34
FCW 1686,Chambers Inlet,CBRI_080122,CBRI,2-Aug-22,DUPLICATE,5.77,4.4,,2.69,0.27,6.95,490.43,52.24,1.73,0.01,0.79,1.28,6.9,0.05,0.55,0.23,0,2.31
FCW 1693,Chambers Reservoir,CBRR_080222,CBRR,2-Aug-22,NORM,12.03,10.4,3.33,2.77,0.18,7.14,438.61,44.54,1.34,0.03,0.75,1.06,5.67,0.04,0.42,0.07,0,1.89
FCW 1694,Chambers Outflow,CHD_080222,CHD,2-Aug-22,NORM,5.02,5.2,3.05,2.79,0.36,7.14,437.01,52.57,1.77,0.04,0.9,1.26,7.56,0.02,0.53,0.33,0,2
FCW 1683,Joe Wright Inlet,JOEI_080222,JOEI,2-Aug-22,NORM,4.37,3.21,0.26,1.11,0.56,7.22,544.87,62.16,1.33,0.03,0.34,1.44,8,0.06,0.33,0.47,0,5.67
FCW 1684,Joe Wright Reservoir,JOER_080222,JOER,2-Aug-22,NORM,4.69,2.8,2.52,3.7,0.16,7.24,434.34,51.53,1.45,0.02,0.64,1.39,6.81,0.1,0.48,0.07,0,3.11
FCW 1688,Long Draw Outlet,LNGO_080222,LNGO,2-Aug-22,NORM,4.29,2.75,1.48,2.34,0.19,6.94,291.35,51.64,0.9,0.02,0.49,1.29,7.72,0.17,0.12,0.57,0,8.52
FCW 1687,Long Draw Reservoir,LNGR_080222,LNGR,2-Aug-22,NORM,8.89,10.4,1.2,2.92,0.23,7.04,333.16,53.29,1.04,0.03,0.49,0.97,7.02,0.18,0.17,0.32,0.08,7.13
FCW 1690,Peterson Outlet,PTRO_080222,PTRO,2-Aug-22,NORM,2.05,1.8,0.82,6.6,0.4,6.95,423.38,47.89,1.42,0.02,1.14,0.72,5.99,0.02,0.52,0.12,0,2.55
FCW 1689,Peterson Reservoir,PTRR_080222,PTRR,2-Aug-22,NORM,12.8,12.2,2.4,6.94,0.38,6.94,305.8,37.91,1.52,0.04,1.08,0.74,5.39,0.02,0.5,0.17,0,2.06
FCW 1695,JWC-Joe Wright @ Aspen Glen Campground,JWC_080822,JWC,8-Aug-22,NORM,4.88,3,2.64,2.92,0.35,7.44,379.73,43.38,1.25,0.03,0.62,1,6,0.02,0.53,0.18,0,2.19
FCW 1704,Poudre at Bellvue Diversion,PBD_080822,PBD,8-Aug-22,NORM,11,16.3,0.72,3.12,0.43,7.44,539.83,62.76,2.16,0.01,0.86,1.59,7.59,0.16,0.97,0.08,0,3.79
FCW 1699,Poudre Below Rustic,PBR_080822,PBR,8-Aug-22,NORM,7.21,7.45,0.61,2.83,0.36,7.43,395.35,52.1,1.78,0.02,0.65,1.37,6.8,0.03,0.49,0.54,0,3.78
FCW 1696,Poudre Above Joe Wright,PJW_080822,PJW,8-Aug-22,NORM,6.02,4.8,0.91,2.75,0.35,7.04,336.31,47.04,1.09,0.03,0.45,0.94,6.3,0.04,0.18,0.65,0,5.41
FCW 1697,Poudre Above Joe Wright,PJW_080822,PJW,8-Aug-22,DUPLICATE,5.44,5,0.64,2.83,0.32,7.03,324.96,46.19,1.08,0.04,0.47,0.96,6.32,0.03,0.19,0.64,0,5.39
FCW 1703,Poudre Above North Fork,PNF_080822,PNF,8-Aug-22,NORM,8.45,8.2,1.04,3.12,0.14,7.37,470.59,56.02,2.01,0.02,0.88,1.37,7.06,0.04,0.76,0.12,0,4.01
FCW 1701,Poudre Below S. Fork,PSF_080822,PSF,8-Aug-22,NORM,9.71,11.4,0.92,3.61,0.47,7.25,466.69,54.26,1.74,0.02,0.73,1.51,7.03,0.03,0.51,0.42,0,3.02
FCW 1702,Poudre Below S. Fork,PSF_080822,PSF,8-Aug-22,BLANK,0.05,0.2,0.01,0,0,5.84,8.27,1.62,0.02,0.03,0.01,0.06,0.09,0.06,0.02,0.02,0,0.01
FCW 1700,Poudre South Fork ,SFM_080822,SFM,8-Aug-22,NORM,11.94,21.2,0.68,3.22,1.94,6.94,346.35,34.69,1.67,0.02,0.44,0.77,3.67,0.04,0.24,0.14,0,1
FCW 1698,Sleeping Elephant,SLEP_080822,SLEP,8-Aug-22,NORM,5.22,3.8,0.86,2.72,0.31,6.94,376.9,48,1.39,0.02,0.66,1.22,6.62,0.02,0.34,0.69,0,3.63
FCW 1713,Barnes Meadow Outflow,BMD_080922,BMD,9-Aug-22,NORM,5.04,5.06,1.86,6.54,0.92,6.92,597.05,81.22,2.33,0.53,1.31,1.45,10.6,0.01,1.74,0.22,0,5.97
FCW 1714,Barnes Meadow Reservoir,BRNR_080922,BRNR,9-Aug-22,NORM,4.16,10.5,2.01,6.55,0.49,7.13,580.13,81.09,2.39,0.05,1.27,1.43,10.24,0.07,1.63,0.03,0.28,7.31
FCW 1712,Chambers Inlet,CBRI_080922,CBRI,9-Aug-22,NORM,7.09,6.33,0.64,2.74,0.22,7.01,460.04,53.75,1.78,0.01,0.79,1.26,6.89,0.09,0.59,0.22,0,2.43
FCW 1715,Chambers Reservoir,CBRR_080922,CBRR,9-Aug-22,NORM,3.28,3.87,1.94,2.59,0.2,7.11,389.75,45.89,1.42,0.02,0.83,1.1,6.42,0.07,0.5,0.04,0,2.19
FCW 1716,Chambers Outflow,CHD_080922,CHD,9-Aug-22,NORM,4.33,3.56,1.71,2.48,0.26,7.08,541.61,59.23,1.87,0.04,1.03,1.22,8.28,0.04,0.54,0.2,0,2.38
FCW 1710,Joe Wright Inlet,JOEI_080922,JOEI,9-Aug-22,NORM,5.4,4.2,0.2,1.09,0.34,7.19,483.31,61.51,1.45,0.06,0.49,1.44,7.98,0.05,0.4,0.47,0,6.01
FCW 1711,Joe Wright Reservoir,JOER_080922,JOER,9-Aug-22,NORM,4.38,3.96,0.97,2.84,0.19,7.11,458.23,51.62,1.44,0.02,0.64,1.31,6.7,0.11,0.49,0.03,0,3.24
FCW 1707,Long Draw Outlet,LNGO_080922,LNGO,9-Aug-22,NORM,9.08,9.39,0.47,2.23,0.29,7.01,299.98,53.04,0.91,0.05,0.5,1.26,7.81,0.13,0.11,0.52,0,9.15
FCW 1705,Long Draw Reservoir,LNGR_080922,LNGR,9-Aug-22,NORM,0.93,1.41,0.46,2.41,0.12,6.97,337.1,49.3,0.89,0.04,0.5,1.12,6.88,0.23,0.17,0.34,0,6.74
FCW 1706,Long Draw Reservoir,LNGR_080922,LNGR,9-Aug-22,DUPLICATE,0.83,1.39,0.42,2.4,0.16,6.92,328.5,48.91,0.85,0.03,0.48,1.07,6.74,0.23,0.11,0.38,0,6.59
FCW 1709,Peterson Outlet,PTRO_080922,PTRO,9-Aug-22,NORM,0.67,0.99,1.57,6.5,0.32,6.99,306.48,37.48,1.4,0.03,1.14,0.65,4.58,0.03,0.47,0.14,0,2.4
FCW 1708,Peterson Reservoir,PTRR_080922,PTRR,9-Aug-22,NORM,2.56,4,2.07,6.58,0.2,6.91,249.42,38.14,1.41,0.05,1.07,0.68,5.44,0.04,0.43,0.11,0,2.19
FCW 1725,Barnes Meadow Outflow,BMD_081622,BMD,16-Aug-22,NORM,7.21,3.96,0.72,6.52,0.99,6.98,583.66,81.85,2.31,0.59,1.29,1.42,10.84,0.03,1.71,0.22,0,5.66
FCW 1726,Barnes Meadow Reservoir,BRNR_081622,BRNR,16-Aug-22,NORM,4.61,10.56,2.47,6.37,0.27,7.14,549.49,76.99,2.42,0.01,1.3,1.35,9.19,0.06,1.68,0.09,0,7.26
FCW 1724,Chambers Inlet,CBRI_081622,CBRI,16-Aug-22,NORM,5.4,5.3,3.63,2.84,0.27,7.09,370.03,45.9,1.44,0.04,0.72,1.23,6.21,0.1,0.61,0.39,0,2.78
FCW 1727,Chambers Reservoir,CBRR_081622,CBRR,16-Aug-22,NORM,1.39,0.96,4.21,2.61,0.06,7.13,384.3,47.62,1.39,0.02,0.78,1.08,7.1,0.04,0.44,0.04,0,2.09
FCW 1728,Chambers Outflow,CHD_081622,CHD,16-Aug-22,NORM,6.59,5.18,2.58,2.86,0.33,7.05,377.49,49.86,1.49,0.02,0.86,1.15,7.17,0.06,0.55,0.26,0,2.18
FCW 1722,Joe Wright Inlet,JOEI_081622,JOEI,16-Aug-22,NORM,0.06,1.09,0.24,1.43,0.29,7.2,480.82,66.45,1.62,0.12,0.53,1.65,9.02,0.04,0.39,0.44,0,6.6
FCW 1723,Joe Wright Reservoir,JOER_081622,JOER,16-Aug-22,NORM,0.66,0.93,3.06,2.89,0.11,7.15,452.79,52.16,1.39,0.02,0.64,1.29,6.72,0.11,0.46,0.03,0,3.25
FCW 1718,Long Draw Outlet,LNGO_081622,LNGO,16-Aug-22,NORM,30.54,32.02,,2.37,0.19,6.9,270.79,52.17,0.95,0.05,0.54,1.22,7.83,0.16,0.11,0.47,0,8.96
FCW 1717,Long Draw Reservoir,LNGR_081622,LNGR,16-Aug-22,NORM,0.24,0.37,0.77,2.41,0.22,6.92,271.79,49.99,1.41,0.04,0.58,1.15,7.27,0.26,0.24,0.41,0,7.3
FCW 1721,Peterson Outlet,PTRO_081622,PTRO,16-Aug-22,NORM,5.1,4.92,2.3,6.68,0.36,6.97,326.59,37.88,1.55,0.03,1.16,0.73,4.89,0.07,0.47,0.08,0,2.27
FCW 1719,Peterson Reservoir,PTRR_081622,PTRR,16-Aug-22,NORM,39.44,44.44,2.8,6.58,0.29,6.98,233.81,38.3,1.56,0.03,1.15,0.74,5.28,0.03,0.49,0.33,0,2.31
FCW 1720,Peterson Reservoir,PTRR_081622,PTRR,16-Aug-22,DUPLICATE,39.44,53.21,,6.62,0.31,7,269.22,39.35,1.57,0.04,1.16,0.76,5.31,0.03,0.52,0.33,0,2.34
FCW 1738,Beaver,BEAV_081722,BEAV,17-Aug-22,NORM,32.18,26.36,,2.39,0.37,6.91,255.58,34.2,1.85,0.04,0.62,0.85,4.36,0.02,0.32,0.79,0,1.48
FCW 1747,Barnes Meadow Outflow,BMD_082322,BMD,23-Aug-22,NORM,199.46,135.45,20.56,6.32,0.93,6.91,603.41,76.98,2.19,0.54,1.2,1.36,9.28,0.02,1.68,0.39,0,4.74
FCW 1748,Barnes Meadow Reservoir,BRNR_082322,BRNR,23-Aug-22,NORM,5.1,4.21,2.21,6.42,0.25,6.94,527.46,69.11,1.97,0.05,0.99,1.05,9.07,0.02,1.56,0.1,0,6.67
FCW 1746,Chambers Inlet,CBRI_082322,CBRI,23-Aug-22,NORM,2.21,1.45,0.56,2.63,0.2,6.92,450.68,52.98,1.49,0.04,0.65,0.93,7.5,0.06,0.63,0.31,0,2.29
FCW 1749,Chambers Reservoir,CBRR_082322,CBRR,23-Aug-22,NORM,0.38,0.4,1.6,2.53,0.09,6.92,412.73,43.86,1.16,0.07,0.62,0.79,5.55,0.02,0.35,0.03,0,1.96
FCW 1750,Chambers Outflow,CHD_082322,CHD,23-Aug-22,NORM,1.75,0.5,1.34,2.49,0.26,7.08,437.56,41.89,1.16,0.07,0.59,0.78,5.07,0.02,0.44,0.09,0,1.92
FCW 1743,Joe Wright Inlet,JOEI_082322,JOEI,23-Aug-22,NORM,0.89,1.1,0.2,0.8,0.2,6.92,522.94,61.38,1.4,0.02,0.44,1.28,8.07,0.06,0.37,0.66,0,6.57
FCW 1744,Joe Wright Inlet,JOEI_082322,JOEI,23-Aug-22,DUPLICATE,1.03,1,,0.8,0.21,6.92,549.17,62.94,1.4,0.05,0.43,1.32,8.33,0.06,0.37,0.65,0,6.66
FCW 1745,Joe Wright Reservoir,JOER_082322,JOER,23-Aug-22,NORM,2.45,2.7,2.22,2.5,0.19,6.92,420.18,47.43,1.21,0.04,0.53,1.01,5.95,0.06,0.47,0.02,0,3.07
FCW 1740,Long Draw Outlet,LNGO_082322,LNGO,23-Aug-22,NORM,0.7,1.2,0.84,2.21,0.3,6.92,325.37,49.31,0.89,0.04,0.49,0.98,6.75,0.17,0.13,0.39,0,7.6
FCW 1739,Long Draw Reservoir,LNGR_082322,LNGR,23-Aug-22,NORM,4.81,4,0.82,2.34,0.17,6.91,299.24,48.5,1.39,0.02,0.51,1.01,6.63,0.17,0.14,0.36,0,7.39
FCW 1742,Peterson Outlet,PTRO_082322,PTRO,23-Aug-22,NORM,6.99,6.2,2.52,6.09,0.65,6.98,290.29,34.69,1.37,0.05,0.93,0.55,4.38,0.02,0.54,0.31,0,2.11
FCW 1741,Peterson Reservoir,PTRR_082322,PTRR,23-Aug-22,NORM,8.29,6.9,2.35,6.11,0.37,7.01,233.26,35.03,1.49,0.05,0.98,0.76,4.73,0.04,0.59,0.37,0,2.3
FCW 1767,Poudre at Archery Range,ARCH_082522,ARCH,25-Aug-22,NORM,52.03,53.53,20.38,3.27,0.92,7.4,2358.44,629.95,25.36,0.1,2.63,17.92,64.98,0.49,21.61,1.49,0,124.04
FCW 1768,Poudre at Archery Range,ARCH_082522,ARCH,25-Aug-22,DUPLICATE,47.52,52.26,,3.25,0.91,7.45,2431.16,632.19,26.16,0.09,2.6,18.14,66.46,0.5,22.17,1.5,0,124.81
FCW 1755,Barnes Meadow Reservoir,BRNR_082522,BRNR,25-Aug-22,NORM,6.95,6.43,2.62,6.6,0.24,6.89,544.92,71.26,1.92,0.09,0.92,1.08,8.96,0.04,1.67,0.09,0,6.97
FCW 1756,Barnes Meadow Reservoir,BRNR_082522,BRNR,25-Aug-22,BLANK,,,,0.01,0.02,5.74,7.6,1.22,0.04,0.01,0,0.06,0.01,0.01,0.01,0,0,0
FCW 1754,Chambers Inlet,CBRI_082522,CBRI,25-Aug-22,NORM,2.39,1.26,0.57,2.7,0.21,6.97,495.92,51.91,1.47,0.04,0.61,0.93,7.76,0.06,0.68,0.31,0,2.3
FCW 1757,Chambers Reservoir,CBRR_082522,CBRR,25-Aug-22,NORM,4.83,5.32,1.39,2.47,0.09,6.96,381.09,39.92,1.12,0.06,0.54,0.76,5.02,0.06,0.51,0.03,0,2.04
FCW 1758,Chambers Outflow,CHD_082522,CHD,25-Aug-22,NORM,2.41,2.47,0.55,2.67,0.12,6.95,374.02,40.23,1.12,0.06,0.56,0.79,5.02,0.06,0.53,0.23,0,2.06
FCW 1766,Poudre at ELC ,ELC_082522,ELC,25-Aug-22,NORM,34.98,41.51,25.91,3.27,0.96,7.6,2360.22,600.6,25.46,0.11,2.47,16.54,61.12,0.48,21.7,1.39,0,116.81
FCW 1751,Joe Wright Inlet,JOEI_082522,JOEI,25-Aug-22,NORM,0.44,0.4,0.18,0.81,0.3,6.92,506.34,61.85,1.27,0.04,0.37,1.18,7.78,0.06,0.37,0.72,0,6.4
FCW 1752,Joe Wright Inlet,JOEI_082522,JOEI,25-Aug-22,DUPLICATE,0.6,0.34,,0.8,0.32,6.93,524.14,61.98,1.25,0.03,0.37,1.19,7.77,0.06,0.34,0.68,0,6.42
FCW 1753,Joe Wright Reservoir,JOER_082522,JOER,25-Aug-22,NORM,3.65,3.74,3.23,2.72,0.16,6.95,381.13,44.19,1.16,0.03,0.49,0.97,5.62,0.06,0.49,0.03,0,3.13
FCW 1759,JWC-Joe Wright @ Aspen Glen Campground,JWC_082522,JWC,25-Aug-22,NORM,1.31,2,1.11,2.68,0.31,7.31,375.4,41.69,1.19,0.06,0.58,0.8,5.29,0.06,0.55,0.14,0,2.04
FCW 1764,Poudre at Legacy Bridge,LEGC_082522,LEGC,25-Aug-22,NORM,31.07,28.73,4.2,2.77,0.37,7.07,773.59,104.34,4.68,0.04,1.93,2.26,12.28,0.39,2.08,1.24,0,7.66
FCW 1762,Poudre at Bellvue Diversion,PBD_082522,PBD,25-Aug-22,NORM,15,32.21,1.13,2.5,0.27,7.47,538.5,66.89,2.2,0.03,0.9,1.83,7.89,0.1,0.99,0.04,0,3.89
FCW 1763,Poudre at Bellvue Diversion,PBD_082522,PBD,25-Aug-22,DUPLICATE,15.59,34.55,0.96,2.71,0.29,7.47,562,67.93,2.22,0.01,0.91,1.87,8,0.09,1,0.05,0,3.89
FCW 1760,Poudre Above Joe Wright,PJW_082522,PJW,25-Aug-22,NORM,4.08,2.69,0.73,2.38,0.34,6.96,306.2,41.9,0.91,0.03,0.36,0.74,4.9,0.03,0.18,0.62,0,5.64
FCW 1761,Poudre Above North Fork,PNF_082522,PNF,25-Aug-22,NORM,18.09,15.66,1.01,2.53,0.45,7.17,499.98,57.16,2.05,0.02,0.9,1.4,7.11,0.04,0.8,0.11,0,4.12
FCW 1765,Poudre at Timberline,TIMB_082522,TIMB,25-Aug-22,NORM,28.17,30.98,10.17,3.22,0.67,7.28,1388.19,247.78,13.38,0.09,2.33,6.16,24.46,0.47,11.83,1.17,0,34.22
FCW 1769,JWC-Joe Wright @ Aspen Glen Campground,JWC_082622,JWC,26-Aug-22,NORM,6.25,7.8,0.76,2.47,0.26,7.18,461,44.39,1.12,0.04,0.54,0.84,5.22,0.02,0.52,0.18,0,1.94
FCW 1770,JWC-Joe Wright @ Aspen Glen Campground,JWC_082622,JWC,26-Aug-22,BLANK,0.06,0.05,0,0.05,0.01,5.85,7.19,1.01,0.02,0,0,0.01,0.05,0,0,0.01,0,0.01
FCW 1778,Poudre at Bellvue Diversion,PBD_082622,PBD,26-Aug-22,NORM,21.83,26.86,1.02,2.64,0.34,7.49,582.97,68.42,2.26,0.02,0.99,1.9,8.12,0.1,0.9,0.04,0,4
FCW 1773,Poudre Below Rustic,PBR_082622,PBR,26-Aug-22,NORM,8.58,12.31,0.99,2.49,0.26,7.15,457.18,55.21,1.8,0.02,0.67,1.38,6.99,0.02,0.51,0.59,0,3.81
FCW 1774,Poudre Below Rustic,PBR_082622,PBR,26-Aug-22,DUPLICATE,7.58,12.35,0.97,2.55,0.26,7.16,461.32,55.1,1.82,0.03,0.67,1.4,6.98,0.02,0.52,0.6,0,3.83
FCW 1771,Poudre Above Joe Wright,PJW_082622,PJW,26-Aug-22,NORM,0.87,0.19,0.7,2.38,0.39,6.95,280.85,39.58,0.84,0.02,0.38,0.72,4.85,0.02,0.16,0.59,0,5.51
FCW 1777,Poudre Above North Fork,PNF_082622,PNF,26-Aug-22,NORM,13.48,10.39,1.03,2.54,0.14,7.14,494.7,58.59,2.03,0.03,0.91,1.41,7.14,0.03,0.81,0.12,0,4.19
FCW 1776,Poudre Below S. Fork,PSF_082622,PSF,26-Aug-22,NORM,30.51,28.8,1.16,2.61,0.22,7.06,486.63,56.43,1.78,0.02,0.74,1.53,7.11,0.03,0.54,0.44,0,3.04
FCW 1775,Poudre South Fork ,SFM_082622,SFM,26-Aug-22,NORM,7.44,10.4,0.73,2.42,0.19,6.94,400.67,35.91,1.68,0.02,0.47,0.78,3.77,0.04,0.23,0.15,0,1
FCW 1772,Sleeping Elephant,SLEP_082622,SLEP,26-Aug-22,NORM,4.3,2.78,0.69,2.47,0.18,6.95,330.68,49.86,1.43,0.03,0.7,1.25,6.71,0.02,0.34,0.73,0,3.66
FCW 1786,Barnes Meadow Outflow,BMD_083022,BMD,30-Aug-22,NORM,6.33,3.37,0.89,5.99,0.79,6.93,543.56,73.96,2.11,0.51,1.26,1.38,9.44,0.03,1.69,0.33,0,4.78
FCW 1787,Barnes Meadow Reservoir,BRNR_083022,BRNR,30-Aug-22,NORM,5.48,3.96,1.11,6.23,0.24,6.95,507.52,69.7,1.88,0.04,0.95,1.03,8.77,0.03,1.6,0.1,0,6.77
FCW 1785,Chambers Inlet,CBRI_083022,CBRI,30-Aug-22,NORM,16.46,15.59,0.5,2.36,0.22,6.95,438.92,51.1,1.53,0.03,0.72,1.02,7.8,0.05,0.7,0.33,0,2.33
FCW 1788,Chambers Reservoir,CBRR_083022,CBRR,30-Aug-22,NORM,4.24,3.89,0.72,2.55,0.1,6.94,379.8,39.01,1.14,0.04,0.5,0.76,4.97,0.03,0.42,0.02,0,2.21
FCW 1789,Chambers Outflow,CHD_083022,CHD,30-Aug-22,NORM,5.46,5,0.97,2.49,0.15,6.93,406.82,41.58,1.08,0.04,0.58,0.72,4.88,0.03,0.54,0.22,0,1.99
FCW 1790,Chambers Outflow,CHD_083022,CHD,30-Aug-22,DUPLICATE,5.58,4.74,0.98,2.49,0.2,6.94,424.35,41.27,1.06,0.05,0.6,0.7,4.78,0.04,0.55,0.2,0,1.98
FCW 1783,Joe Wright Inlet,JOEI_083022,JOEI,30-Aug-22,NORM,1.59,0.58,0.2,0.81,0.29,6.94,520.77,59.55,1.18,0.03,0.35,1.08,7.34,0.05,0.33,0.62,0,6.33
FCW 1784,Joe Wright Reservoir,JOER_083022,JOER,30-Aug-22,NORM,3.33,4.04,2.56,2.51,0.1,6.94,381.82,43.64,1.08,0.02,0.47,0.92,5.55,0.05,0.44,0.03,0,3.02
FCW 1780,Long Draw Outlet,LNGO_083022,LNGO,30-Aug-22,NORM,3.73,3.77,0.85,2.29,0.25,6.93,235.8,44.91,0.88,0.06,0.47,0.96,6.66,0.14,0.11,0.33,0,7.45
FCW 1779,Long Draw Reservoir,LNGR_083022,LNGR,30-Aug-22,NORM,8,6.63,1.22,2.23,0.23,6.93,319.03,51.01,1.12,0.02,0.54,1.12,6.78,0.28,0.21,0.38,0,7.44
FCW 1782,Peterson Outlet,PTRO_083022,PTRO,30-Aug-22,NORM,8.98,8.4,3.69,5.54,0.41,6.94,325.53,37.75,1.36,0.03,0.99,0.59,4.41,0.03,0.56,0.32,0,2.01
FCW 1781,Peterson Reservoir,PTRR_083022,PTRR,30-Aug-22,NORM,9.23,6.77,3.3,5.3,0.45,7.03,314.46,37.58,1.43,0.03,0.95,0.69,4.78,0.03,0.63,0.4,0,2.32
FCW 1798,Beaver,BEAV_083122,BEAV,31-Aug-22,NORM,4.32,3.7,2.04,2.19,0.28,6.94,269.54,36.84,1.9,0.03,0.58,0.87,4.51,0.03,0.33,0.8,0,1.52
FCW 1791,Comanche Inflow,COMI_083122,COMI,31-Aug-22,NORM,0.35,0.4,1.2,2.34,0.5,6.97,173.18,19.19,0.98,0.02,0.27,0.47,2.23,0.02,0.13,0.22,0,0.58
FCW 1795,Comanche Outflow,COMO_083122,COMO,31-Aug-22,NORM,2.73,3.2,2.86,2.7,0.2,6.95,305.49,27.48,1.31,0.02,0.44,0.67,3,0.02,0.16,0.11,0,0.4
FCW 1792,Comanche Reservoir,COMR_083122,COMR,31-Aug-22,NORM,5.75,3.53,1.91,2.64,0.22,6.99,288.59,32.66,1.7,0.01,0.54,0.72,4.56,0.02,0.22,0.11,0,0.89
FCW 1793,Comanche Reservoir,COMR_083122,COMR,31-Aug-22,BLANK,0.01,0.01,0,0.02,0.01,5.79,3.04,0.77,0.01,0,0,0.01,0.01,0,0,0,0,0.01
FCW 1794,Hourglass Inflow,HORI_083122,HORI,31-Aug-22,NORM,0.96,1.1,0.43,1.32,0.38,6.82,138.2,17.98,0.98,0.02,0.29,0.44,2.21,0.03,0.11,0.15,0,0.7
FCW 1796,Hourglass Reservoir,HORR_083122,HORR,31-Aug-22,NORM,5.22,4.2,4.09,2.71,0.21,6.97,330.57,32.61,1.78,0.02,0.49,0.75,3.81,0.02,0.18,0.09,0,0.89
FCW 1797,Hourglass Reservoir,HORR_083122,HORR,31-Aug-22,DUPLICATE,5.65,4.4,4.07,2.69,0.22,6.96,326.28,32.11,1.79,0.02,0.5,0.77,3.79,0.02,0.19,0.08,0,0.87
FCW 1799,Poudre South Fork ,SFM_083122,SFM,31-Aug-22,NORM,0.09,5.8,0.85,2.22,0.23,6.95,383.23,36.34,1.7,0.01,0.48,0.8,3.8,0.03,0.2,0.13,0,1.08
FCW 1808,Barnes Meadow Outflow,BMD_090622,BMD,6-Sep-22,NORM,8.01,3.86,1.01,6.39,0.63,6.95,668.69,85.91,2.18,0.66,1.24,1.64,10.89,0.02,1.19,0.1,0,4.75
FCW 1809,Barnes Meadow Reservoir,BRNR_090622,BRNR,6-Sep-22,NORM,2.29,2.3,1.11,6.12,0.31,7.1,637.32,79.76,2.48,0.06,1.26,1.66,10.6,0.02,1.2,0.04,0,5.89
FCW 1807,Chambers Inlet,CBRI_090622,CBRI,6-Sep-22,NORM,0.71,0.6,0.42,2.67,0.37,7.07,493.59,55.83,1.72,0.02,0.78,1.28,7.88,0.06,0.5,0.31,0,2.19
FCW 1810,Chambers Reservoir,CBRR_090622,CBRR,6-Sep-22,NORM,5.08,6.15,0.86,2.68,0.14,6.91,445.44,48.29,1.51,0.05,0.81,1.18,5.96,0.03,0.39,0.02,0,2.11
FCW 1811,Chambers Outflow,CHD_090622,CHD,6-Sep-22,NORM,0.68,0.3,1.44,2.66,0.29,6.91,479.33,51.23,1.7,0.03,0.98,1.26,6.79,0.05,0.59,0.21,0,2.61
FCW 1805,Joe Wright Inlet,JOEI_090622,JOEI,6-Sep-22,NORM,0.25,1,0.58,0.67,0.28,7.07,557.8,68.58,1.5,0.06,0.54,1.67,8.77,0.03,0.33,0.71,0,6.47
FCW 1806,Joe Wright Reservoir,JOER_090622,JOER,6-Sep-22,NORM,0.87,0.82,2.23,2.86,0.09,7.07,389.27,46.55,1.42,0.02,0.67,1.08,6.17,0.09,0.38,0.02,0,2.85
FCW 1801,Long Draw Outlet,LNGO_090622,LNGO,6-Sep-22,NORM,1.34,1.7,0.6,2.1,0.17,6.98,355.02,51.32,1.01,0.03,0.6,1.05,7.55,0.15,0.1,0.38,0,7.74
FCW 1800,Long Draw Reservoir,LNGR_090622,LNGR,6-Sep-22,NORM,2.35,1.42,0.66,2,0.24,6.98,328.73,52.73,0.99,0.02,0.58,1.26,7.11,0.04,0.1,0.35,0,7.51
FCW 1803,Peterson Outlet,PTRO_090622,PTRO,6-Sep-22,NORM,8.9,8.94,5.46,4.97,0.44,6.96,389.74,42.56,1.69,0.03,1.26,0.69,5.43,0.02,0.46,0.02,0,2.16
FCW 1804,Peterson Outlet,PTRO_090622,PTRO,6-Sep-22,DUPLICATE,9.58,9.37,5.06,4.83,0.44,6.97,386.19,42.86,1.72,0.06,1.36,0.69,5.48,0.03,0.45,0.02,0,2.13
FCW 1802,Peterson Reservoir,PTRR_090622,PTRR,6-Sep-22,NORM,8.21,8.2,2.73,4.61,0.28,6.94,404.3,45.27,2.21,0.02,1.2,0.9,5.14,0.02,0.44,0.19,0,2.09
FCW 1821,Beaver,BEAV_090822,BEAV,8-Sep-22,NORM,6.05,0.9,,1.94,0.23,6.95,279.62,36.02,2.06,0.03,0.53,0.92,4.6,0.04,0.36,0.13,0,1.82
